"137" 9361501 2013-10-06 188 9361501 188 r
"138" 6350093 2013-10-07 189 6350093 189 r
"139" 6411342 2013-10-08 190 6411342 190 r
"140" 8312304 2013-10-09 191 8312304 191 r
"141" 6262771 2013-10-10 192 6262771 192 r
"142" 6699126 2013-10-12 194 6632092 193 i
"142" 6699126 2013-10-12 194 6699126 194 r
"143" 6298232 2013-10-13 195 6298232 195 r
"144" 5808780 2013-10-15 197 6464747 196 i
"144" 5808780 2013-10-15 197 5808780 197 r
"145" 7449834 2013-10-16 198 7449834 198 r
"146" 6269739 2013-10-18 200 6626416 199 i
"146" 6269739 2013-10-18 200 6269739 200 r
"147" 7878547 2013-10-19 201 7878547 201 r
"148" 6053365 2013-10-20 202 6053365 202 r
"149" 7668574 2013-10-21 203 7668574 203 r
"150" 6125574 2013-10-22 204 6125574 204 r
"151" 6179480 2013-10-23 205 6179480 205 r
"152" 6281341 2013-10-25 207 6313953 206 i
"152" 6281341 2013-10-25 207 6281341 207 r
"153" 6403243 2013-10-26 208 6403243 208 r
"154" 5225509 2013-10-28 210 6489490 209 i
"154" 5225509 2013-10-28 210 5225509 210 r
"155" 7876321 2013-11-01 214 6741601 211 i
"155" 7876321 2013-11-01 214 6741601 212 i
"155" 7876321 2013-11-01 214 6741601 213 i
"155" 7876321 2013-11-01 214 7876321 214 r
"156" 6971046 2013-11-02 215 6971046 215 r
"157" 7692147 2013-11-03 216 7692147 216 r
"158" 8063541 2013-11-04 217 8063541 217 r
"159" 10148110 2013-11-06 219 7848075 218 i
"159" 10148110 2013-11-06 219 10148110 219 r
"160" 7087192 2013-11-07 220 7087192 220 r
"161" 7126419 2013-11-08 221 7126419 221 r
"162" 9115196 2013-11-09 222 9115196 222 r
"163" 7040700 2013-11-10 223 7040700 223 r
"164" 7598109 2013-11-12 225 7410301 224 i
"164" 7598109 2013-11-12 225 7598109 225 r
"165" 7037759 2013-11-13 226 7037759 226 r
"166" 6543625 2013-11-15 228 7204508 227 i
"166" 6543625 2013-11-15 228 6543625 228 r
"167" 8155529 2013-11-16 229 8155529 229 r
"168" 6851331 2013-11-18 231 7318780 230 i
"168" 6851331 2013-11-18 231 6851331 231 r
"169" 8681168 2013-11-19 232 8681168 232 r
"170" 6643269 2013-11-20 233 6643269 233 r
"171" 8263032 2013-11-21 234 8263032 234 r
"172" 6662704 2013-11-22 235 6662704 235 r
"173" 6743690 2013-11-23 236 6743690 236 r
"174" 6797816 2013-11-25 238 6874449 237 i
"174" 6797816 2013-11-25 238 6797816 238 r
"175" 7139845 2013-11-26 239 7139845 239 r
"176" 5639609 2013-11-28 241 7109281 240 i
"176" 5639609 2013-11-28 241 5639609 241 r
"177" 8644490 2013-12-01 244 7408339 242 i
"177" 8644490 2013-12-01 244 7408339 243 i
"177" 8644490 2013-12-01 244 8644490 244 r
"178" 7690238 2013-12-02 245 7690238 245 r
"179" 8538038 2013-12-03 246 8538038 246 r
"180" 8766934 2013-12-04 247 8766934 247 r
"181" 10981708 2013-12-06 249 8600124 248 i
"181" 10981708 2013-12-06 249 10981708 249 r
"182" 7741515 2013-12-07 250 7741515 250 r
"183" 7882314 2013-12-08 251 7882314 251 r
"184" 9937178 2013-12-09 252 9937178 252 r
"185" 7838284 2013-12-10 253 7838284 253 r
"186" 8414629 2013-12-12 255 8152556 254 i
"186" 8414629 2013-12-12 255 8414629 255 r
"187" 7707333 2013-12-13 256 7707333 256 r
"188" 7135603 2013-12-15 258 7995894 257 i
"188" 7135603 2013-12-15 258 7135603 258 r
"189" 9155914 2013-12-16 259 9155914 259 r
"190" 7723606 2013-12-18 261 8153215 260 i
"190" 7723606 2013-12-18 261 7723606 261 r
"191" 9513185 2013-12-19 262 9513185 262 r
"192" 7683653 2013-12-20 263 7683653 263 r
"193" 9366428 2013-12-21 264 9366428 264 r
"194" 7459387 2013-12-22 265 7459387 265 r
"195" 7599972 2013-12-23 266 7599972 266 r
"196" 7777137 2013-12-25 268 7772749 267 i
"196" 7777137 2013-12-25 268 7777137 268 r
"197" 7913360 2013-12-26 269 7913360 269 r
"198" 6520212 2013-12-28 271 8056213 270 i
"198" 6520212 2013-12-28 271 6520212 271 r
"199" 9774561 2014-01-01 275 8383956 272 i
"199" 9774561 2014-01-01 275 8383956 273 i
"199" 9774561 2014-01-01 275 8383956 274 i
"199" 9774561 2014-01-01 275 9774561 275 r
"200" 8752037 2014-01-02 276 8752037 276 r
"201" 9566433 2014-01-03 277 9566433 277 r
"202" 9859147 2014-01-04 278 9859147 278 r
"203" 12445360 2014-01-06 280 9757539 279 i
"203" 12445360 2014-01-06 280 12445360 280 r
"204" 9050744 2014-01-07 281 9050744 281 r
"205" 8871513 2014-01-08 282 8871513 282 r
"206" 11292604 2014-01-09 283 11292604 283 r
"207" 9216610 2014-01-10 284 9216610 284 r
"208" 9950469 2014-01-12 286 9428068 285 i
"208" 9950469 2014-01-12 286 9950469 286 r
"209" 8929221 2014-01-13 287 8929221 287 r
"210" 8307992 2014-01-15 289 9299493 288 i
"210" 8307992 2014-01-15 289 8307992 289 r
"211" 10550906 2014-01-16 290 10550906 290 r
"212" 8841764 2014-01-18 292 9454266 291 i
"212" 8841764 2014-01-18 292 8841764 292 r
"213" 11151193 2014-01-19 293 11151193 293 r
"214" 8944522 2014-01-20 294 8944522 294 r
"215" 10885834 2014-01-21 295 10885834 295 r
"216" 8661164 2014-01-22 296 8661164 296 r
"217" 8962467 2014-01-23 297 8962467 297 r
"218" 9161092 2014-01-25 299 9147287 298 i
"218" 9161092 2014-01-25 299 9161092 299 r
"219" 9427102 2014-01-26 300 9427102 300 r
"220" 7786064 2014-01-28 302 9483119 301 i
"220" 7786064 2014-01-28 302 7786064 302 r
"221" 11347886 2014-02-01 306 9826767 303 i
"221" 11347886 2014-02-01 306 9826767 304 i
"221" 11347886 2014-02-01 306 9826767 305 i
"221" 11347886 2014-02-01 306 11347886 306 r
"222" 10214106 2014-02-02 307 10214106 307 r
"223" 11024357 2014-02-03 308 11024357 308 r
"224" 11415499 2014-02-04 309 11415499 309 r
"225" 14149476 2014-02-06 311 11333783 310 i
"225" 14149476 2014-02-06 311 14149476 311 r
"226" 10597059 2014-02-07 312 10597059 312 r
"227" 10602204 2014-02-08 313 10602204 313 r
"228" 13240982 2014-02-09 314 13240982 314 r
"229" 10787704 2014-02-10 315 10787704 315 r
"230" 11700158 2014-02-12 317 11086091 316 i
"230" 11700158 2014-02-12 317 11700158 317 r
"231" 10486750 2014-02-13 318 10486750 318 r
"232" 9698751 2014-02-15 320 10971747 319 i
"232" 9698751 2014-02-15 320 9698751 320 r
"233" 12710041 2014-02-16 321 12710041 321 r
"234" 10447081 2014-02-18 323 11160275 322 i
"234" 10447081 2014-02-18 323 10447081 323 r
"235" 13098444 2014-02-19 324 13098444 324 r
"236" 10520583 2014-02-20 325 10520583 325 r
"237" 12958732 2014-02-21 326 12958732 326 r
"238" 10385743 2014-02-22 327 10385743 327 r
"239" 10573021 2014-02-23 328 10573021 328 r
"240" 10552972 2014-02-25 330 10861541 329 i
"240" 10552972 2014-02-25 330 10552972 330 r
"241" 11218785 2014-02-26 331 11218785 331 r
"242" 9479994 2014-02-28 333 11244155 332 i
"242" 9479994 2014-02-28 333 9479994 333 r
"243" 13352701 2014-03-01 334 13352701 334 r
"244" 12287461 2014-03-02 335 12287461 335 r
"245" 12967472 2014-03-03 336 12967472 336 r
"246" 13355638 2014-03-04 337 13355638 337 r
"247" 16853078 2014-03-06 339 13413317 338 i
"247" 16853078 2014-03-06 339 16853078 339 r
"248" 12389448 2014-03-07 340 12389448 340 r
"249" 12626809 2014-03-08 341 12626809 341 r
"250" 15492641 2014-03-09 342 15492641 342 r
"251" 12732886 2014-03-10 343 12732886 343 r
"252" 13746692 2014-03-12 345 13070345 344 i
"252" 13746692 2014-03-12 345 13746692 345 r
"253" 12323599 2014-03-13 346 12323599 346 r
"254" 11499445 2014-03-15 348 12943488 347 i
"254" 11499445 2014-03-15 348 11499445 348 r
"255" 15050202 2014-03-16 349 15050202 349 r
"256" 12308109 2014-03-18 351 13123326 350 i
"256" 12308109 2014-03-18 351 12308109 351 r
"257" 15102162 2014-03-19 352 15102162 352 r
"258" 12456441 2014-03-20 353 12456441 353 r
"259" 14651470 2014-03-21 354 14651470 354 r
"260" 11989675 2014-03-22 355 11989675 355 r
"261" 12037465 2014-03-23 356 12037465 356 r
"262" 12316920 2014-03-25 358 12363417 357 i
"262" 12316920 2014-03-25 358 12316920 358 r
"263" 12670611 2014-03-26 359 12670611 359 r
"264" 10514365 2014-03-28 361 12722453 360 i
"264" 10514365 2014-03-28 361 10514365 361 r
"265" 15244917 2014-04-01 365 13132146 362 i
"265" 15244917 2014-04-01 365 13132146 363 i
"265" 15244917 2014-04-01 365 13132146 364 i
"265" 15244917 2014-04-01 365 15244917 365 r
"266" 13550442 2014-04-02 366 13550442 366 r
"267" 14495623 2014-04-03 367 14495623 367 r
"268" 14643612 2014-04-04 368 14643612 368 r
"269" 18584362 2014-04-06 370 14791137 369 i
"269" 18584362 2014-04-06 370 18584362 370 r
"270" 13767396 2014-04-07 371 13767396 371 r
"271" 13705389 2014-04-08 372 13705389 372 r
"272" 16951703 2014-04-09 373 16951703 373 r
"273" 13662321 2014-04-10 374 13662321 374 r
"274" 15173281 2014-04-12 376 14361516 375 i
"274" 15173281 2014-04-12 376 15173281 376 r
"275" 13735385 2014-04-13 377 13735385 377 r
"276" 12941021 2014-04-15 379 14137936 378 i
"276" 12941021 2014-04-15 379 12941021 379 r
"277" 15879356 2014-04-16 380 15879356 380 r
"278" 13436255 2014-04-18 382 14327691 381 i
"278" 13436255 2014-04-18 382 13436255 382 r
"279" 16268131 2014-04-19 383 16268131 383 r
"280" 13705999 2014-04-20 384 13705999 384 r
"281" 16046865 2014-04-21 385 16046865 385 r
"282" 13059789 2014-04-22 386 13059789 386 r
"283" 13128122 2014-04-23 387 13128122 387 r
"284" 13185954 2014-04-25 389 13367567 388 i
"284" 13185954 2014-04-25 389 13185954 389 r
"285" 13665605 2014-04-26 390 13665605 390 r
"286" 11119071 2014-04-28 392 13655034 391 i
"286" 11119071 2014-04-28 392 11119071 392 r
"287" 16129016 2014-05-01 395 14059020 393 i
"287" 16129016 2014-05-01 395 14059020 394 i
"287" 16129016 2014-05-01 395 16129016 395 r
"288" 14702438 2014-05-02 396 14702438 396 r
"289" 15552036 2014-05-03 397 15552036 397 r
"290" 15833725 2014-05-04 398 15833725 398 r
"291" 20378171 2014-05-06 400 16049747 399 i
"291" 20378171 2014-05-06 400 20378171 400 r
"292" 14974745 2014-05-07 401 14974745 401 r
"293" 14857371 2014-05-08 402 14857371 402 r
"294" 18319622 2014-05-09 403 18319622 403 r
"295" 14940382 2014-05-10 404 14940382 404 r
"296" 16429525 2014-05-12 406 15520864 405 i
"296" 16429525 2014-05-12 406 16429525 406 r
"297" 14902315 2014-05-13 407 14902315 407 r
"298" 13675974 2014-05-15 409 15354759 408 i
"298" 13675974 2014-05-15 409 13675974 409 r
"299" 17559738 2014-05-16 410 17559738 410 r
"300" 14620621 2014-05-18 412 15586770 411 i
"300" 14620621 2014-05-18 412 14620621 412 r
"301" 17908975 2014-05-19 413 17908975 413 r
"302" 14853000 2014-05-20 414 14853000 414 r
"303" 17435705 2014-05-21 415 17435705 415 r
"304" 14268765 2014-05-22 416 14268765 416 r
"305" 14529854 2014-05-23 417 14529854 417 r
"306" 14568997 2014-05-25 419 14728874 418 i
"306" 14568997 2014-05-25 419 14568997 419 r
"307" 15065010 2014-05-26 420 15065010 420 r
"308" 12504914 2014-05-28 422 15163606 421 i
"308" 12504914 2014-05-28 422 12504914 422 r
"309" 17887951 2014-06-01 426 15584264 423 i
"309" 17887951 2014-06-01 426 15584264 424 i
"309" 17887951 2014-06-01 426 15584264 425 i
"309" 17887951 2014-06-01 426 17887951 426 r
"310" 16424913 2014-06-02 427 16424913 427 r
"311" 17053801 2014-06-03 428 17053801 428 r
"312" 16994154 2014-06-04 429 16994154 429 r
"313" 21918372 2014-06-06 431 17584939 430 i
"313" 21918372 2014-06-06 431 21918372 431 r
"314" 16592250 2014-06-07 432 16592250 432 r
"315" 16526147 2014-06-08 433 16526147 433 r
"316" 19799564 2014-06-09 434 19799564 434 r
"317" 16638328 2014-06-10 435 16638328 435 r
"318" 18272759 2014-06-12 437 17254600 436 i
"318" 18272759 2014-06-12 437 18272759 437 r
"319" 16886854 2014-06-13 438 16886854 438 r
"320" 15403953 2014-06-15 440 17141245 439 i
"320" 15403953 2014-06-15 440 15403953 440 r
"321" 19285439 2014-06-16 441 19285439 441 r
"322" 16360142 2014-06-18 443 17303399 442 i
"322" 16360142 2014-06-18 443 16360142 443 r
"323" 19338173 2014-06-19 444 19338173 444 r
"324" 16545835 2014-06-20 445 16545835 445 r
"325" 19801903 2014-06-21 446 19801903 446 r
"326" 16176888 2014-06-22 447 16176888 447 r
"327" 16859214 2014-06-23 448 16859214 448 r
"328" 16990459 2014-06-25 450 16919287 449 i
"328" 16990459 2014-06-25 450 16990459 450 r
"329" 17462419 2014-06-26 451 17462419 451 r
"330" 14224842 2014-06-28 453 17428472 452 i
"330" 14224842 2014-06-28 453 14224842 453 r
"331" 20496490 2014-07-01 456 17884494 454 i
"331" 20496490 2014-07-01 456 17884494 455 i
"331" 20496490 2014-07-01 456 20496490 456 r
"332" 18537410 2014-07-02 457 18537410 457 r
"333" 19595347 2014-07-03 458 19595347 458 r
"334" 19790019 2014-07-04 459 19790019 459 r
"335" 25421646 2014-07-06 461 20187145 460 i
"335" 25421646 2014-07-06 461 25421646 461 r
"336" 18754765 2014-07-07 462 18754765 462 r
"337" 19023685 2014-07-08 463 19023685 463 r
"338" 22956647 2014-07-09 464 22956647 464 r
"339" 18981612 2014-07-10 465 18981612 465 r
"340" 20832263 2014-07-12 467 19812857 466 i
"340" 20832263 2014-07-12 467 20832263 467 r
"341" 19494718 2014-07-13 468 19494718 468 r
"342" 17588222 2014-07-15 470 19692676 469 i
"342" 17588222 2014-07-15 470 17588222 470 r
"343" 22379540 2014-07-16 471 22379540 471 r
"344" 18879706 2014-07-18 473 20028200 472 i
"344" 18879706 2014-07-18 473 18879706 473 r
"345" 22388850 2014-07-19 474 22388850 474 r
"346" 19438165 2014-07-20 475 19438165 475 r
"347" 22456491 2014-07-21 476 22456491 476 r
"348" 18380881 2014-07-22 477 18380881 477 r
"349" 19467385 2014-07-23 478 19467385 478 r
"350" 19371975 2014-07-25 480 19320108 479 i
"350" 19371975 2014-07-25 480 19371975 480 r
"351" 20043703 2014-07-26 481 20043703 481 r
"352" 16200216 2014-07-28 483 19873654 482 i
"352" 16200216 2014-07-28 483 16200216 483 r
"353" 23050623 2014-08-01 487 20339608 484 i
"353" 23050623 2014-08-01 487 20339608 485 i
"353" 23050623 2014-08-01 487 20339608 486 i
"353" 23050623 2014-08-01 487 23050623 487 r
"354" 21108023 2014-08-02 488 21108023 488 r
"355" 22263113 2014-08-03 489 22263113 489 r
"356" 22274424 2014-08-04 490 22274424 490 r
"357" 28159073 2014-08-06 492 22773974 491 i
"357" 28159073 2014-08-06 492 28159073 492 r
"358" 21242783 2014-08-07 493 21242783 493 r
"359" 21596431 2014-08-08 494 21596431 494 r
"360" 26031930 2014-08-09 495 26031930 495 r
"361" 21288088 2014-08-10 496 21288088 496 r
"362" 23411372 2014-08-12 498 22482879 497 i
"362" 23411372 2014-08-12 498 23411372 498 r
"363" 22217567 2014-08-13 499 22217567 499 r
"364" 20351891 2014-08-15 501 22505905 500 i
"364" 20351891 2014-08-15 501 20351891 501 r
"365" 26100083 2014-08-16 502 26100083 502 r
"366" 21666430 2014-08-18 504 23007777 503 i
"366" 21666430 2014-08-18 504 21666430 504 r
"367" 25850533 2014-08-19 505 25850533 505 r
"368" 21860161 2014-08-20 506 21860161 506 r
"369" 25626186 2014-08-21 507 25626186 507 r
"370" 21204022 2014-08-22 508 21204022 508 r
"371" 21975551 2014-08-23 509 21975551 509 r
"372" 22299368 2014-08-25 511 21996934 510 i
"372" 22299368 2014-08-25 511 22299368 511 r
"373" 22501586 2014-08-26 512 22501586 512 r
"374" 18374893 2014-08-28 514 22567850 513 i
"374" 18374893 2014-08-28 514 18374893 514 r
"375" 26249828 2014-09-01 518 23043686 515 i
"375" 26249828 2014-09-01 518 23043686 516 i
"375" 26249828 2014-09-01 518 23043686 517 i
"375" 26249828 2014-09-01 518 26249828 518 r
"376" 24005878 2014-09-02 519 24005878 519 r
"377" 24830565 2014-09-03 520 24830565 520 r
"378" 25117444 2014-09-04 521 25117444 521 r
"379" 31436539 2014-09-06 523 25625905 522 i
"379" 31436539 2014-09-06 523 31436539 523 r
"380" 23904424 2014-09-07 524 23904424 524 r
"381" 24460582 2014-09-08 525 24460582 525 r
"382" 29564834 2014-09-09 526 29564834 526 r
"383" 24186052 2014-09-10 527 24186052 527 r
"384" 26326112 2014-09-12 529 25517654 528 i
"384" 26326112 2014-09-12 529 26326112 529 r
"385" 25352288 2014-09-13 530 25352288 530 r
"386" 23216059 2014-09-15 532 25443577 531 i
"386" 23216059 2014-09-15 532 23216059 532 r
"387" 29081792 2014-09-16 533 29081792 533 r
"388" 24499159 2014-09-18 535 26021575 534 i
"388" 24499159 2014-09-18 535 24499159 535 r
"389" 28906227 2014-09-19 536 28906227 536 r
"390" 25073926 2014-09-20 537 25073926 537 r
"391" 29461095 2014-09-21 538 29461095 538 r
"392" 24370660 2014-09-22 539 24370660 539 r
"393" 24873207 2014-09-23 540 24873207 540 r
"394" 25211004 2014-09-25 542 25085492 541 i
"394" 25211004 2014-09-25 542 25211004 542 r
"395" 25515402 2014-09-26 543 25515402 543 r
"396" 21081585 2014-09-28 545 25662154 544 i
"396" 21081585 2014-09-28 545 21081585 545 r
"397" 30265588 2014-10-01 548 26235816 546 i
"397" 30265588 2014-10-01 548 26235816 547 i
"397" 30265588 2014-10-01 548 30265588 548 r
"398" 27026139 2014-10-02 549 27026139 549 r
"399" 28315181 2014-10-03 550 28315181 550 r
"400" 28681267 2014-10-04 551 28681267 551 r
"401" 35787054 2014-10-06 553 29144709 552 i
"401" 35787054 2014-10-06 553 35787054 553 r
"402" 27695644 2014-10-07 554 27695644 554 r
"403" 27362972 2014-10-08 555 27362972 555 r
"404" 33364677 2014-10-09 556 33364677 556 r
"405" 27175962 2014-10-10 557 27175962 557 r
"406" 30007554 2014-10-12 559 28764675 558 i
"406" 30007554 2014-10-12 559 30007554 559 r
