site_id,site_catcf,site_catcp
830bd42c,1,0.5
810be62d,1,0.5
a8e3ba45,1,0.5
d1f14f7d,1,0.000647249190939
220fb9c6,1,0.5
f78046d7,1,0.333333333333
b41d9aa5,1,0.333333333333
87e8e201,1,0.0263157894737
c2bd0be3,1,0.5
220e7913,1,0.5
1b47263c,1,0.0833333333333
b6a9535e,1,0.5
a6114b63,1,0.5
d8e6e513,1,0.0833333333333
e95d1da9,1,0.2
42e0d46a,1,0.0208333333333
7b6823f7,1,0.0196078431373
ae37f92f,1,0.5
289e4eb8,1,0.5
7a0c4420,1,0.333333333333
94051545,1,0.25
b0c83b15,1,0.5
00e6181d,1,0.333333333333
b8f01b34,1,0.0151515151515
e8f90469,1,0.5
83060787,1,0.25
06c4dc6e,1,0.333333333333
054b4e0b,1,0.0454545454545
b80edcba,1,0.5
f6eb87a5,1,0.0151515151515
ba1ef082,1,0.111111111111
6d087437,1,0.5
e9238543,1,0.5
3adb8729,1,0.0625
d1fcc774,1,0.142857142857
6a0091c2,1,0.5
b9aac1e6,1,0.0294117647059
347b5880,1,0.25
1657d2fb,1,0.25
bb696226,1,0.0416666666667
736b7ffa,1,0.333333333333
0a29adc3,1,0.166666666667
9440eab0,1,0.0769230769231
ff4144f3,1,0.25
f9f84045,1,0.5
65e4ebd7,1,0.0555555555556
743b9aa9,1,0.1
ecda49ac,1,0.00653594771242
e9cc8aa3,1,0.25
8d7dfab0,1,0.037037037037
34c38baa,1,0.166666666667
3b34ace5,1,0.0714285714286
3b8c1bf1,1,0.0384615384615
4257cdc7,1,0.0285714285714
56f563c6,1,0.5
4b6877ca,1,0.0119047619048
7571d3c7,1,0.333333333333
cb25715d,1,0.0434782608696
d8825761,1,0.333333333333
3cd6620b,1,0.5
52f7fcbb,1,0.142857142857
81f6de00,1,0.333333333333
883bf29f,1,0.04
3ba6a101,1,0.5
94608a1f,1,0.5
55b1ef92,1,0.333333333333
057fc067,1,0.0172413793103
94779a97,1,0.0243902439024
9e3b5355,1,0.5
1f5541ac,1,0.333333333333
edb6a034,1,0.0714285714286
3b41d3b3,1,0.333333333333
1a2bacd0,1,0.5
5c2cd053,1,0.5
bb885ef6,1,0.0526315789474
92b8ca21,1,0.166666666667
2cd22936,1,0.0181818181818
71271d05,1,0.0769230769231
0c22cf8a,1,0.5
014d34e1,1,0.0909090909091
5204c1be,1,0.166666666667
8e291c4d,1,0.25
94c1094a,1,0.5
cd7ca122,1,0.2
83b4f7f8,1,0.5
e971c994,1,0.00662251655629
11560cc9,1,0.333333333333
0be1e582,1,0.5
e860605c,1,0.0227272727273
d3a7d0eb,1,0.333333333333
7ec14510,1,0.25
a33ce4ee,1,0.2
55fd1c7f,1,0.0277777777778
0c2945a6,1,0.142857142857
1c548352,1,0.1
34ce3ea3,1,0.5
83b48a58,1,0.25
a5384adc,1,0.0666666666667
0c0e1b02,1,0.5
49de7a53,1,0.333333333333
7e76e09a,1,0.2
4891bb2b,1,0.333333333333
fb89e1fc,1,0.111111111111
7c548392,1,0.5
d6038c05,1,0.5
294bd77b,1,0.333333333333
11d0047b,1,0.0714285714286
339dbb9b,1,0.111111111111
37e6456c,1,0.5
fb1b222a,1,0.333333333333
b759f3be,1,0.0357142857143
a0dd3950,1,0.0227272727273
cae39511,1,0.333333333333
9cb62025,1,0.5
39e057e6,1,0.0188679245283
a7c2d9b4,1,0.5
c7887f87,1,0.2
4cf67af5,1,0.333333333333
389ccf0a,1,0.333333333333
0e9c9620,1,0.333333333333
fbde4c34,1,0.5
70c367c1,1,0.2
b95240bc,1,0.5
9d12d216,1,0.0294117647059
add16d19,1,0.0243902439024
1a54241c,1,0.333333333333
95227210,1,0.333333333333
34dc4f68,1,0.5
43b9bb53,1,0.5
4aa65bf8,1,0.0714285714286
d061dd01,1,0.5
e3f0c9ed,1,0.5
0ddb8ceb,1,0.5
6ed54518,1,0.5
3b997c04,1,0.5
b8bf1fe7,1,0.25
e63fd8ec,1,0.5
2ae0203c,1,0.5
08d1b076,1,0.1
8e4b0a7f,1,0.5
4044f4e3,1,0.2
216719e4,1,0.333333333333
cdd32bb8,1,0.333333333333
e33831d8,1,0.2
5b4c6195,1,0.0166666666667
6b8c85fc,1,0.333333333333
06a70ccb,1,0.5
585b672f,1,0.111111111111
55113c12,1,0.0833333333333
4a15846c,1,0.142857142857
98ceaebc,1,0.00819672131148
d3ec4dec,1,0.142857142857
7878d27a,1,0.25
7a6febdc,1,0.5
1b907c29,1,0.0526315789474
20ee2d8b,1,0.333333333333
85580f2e,1,0.047619047619
be28d20e,1,0.0232558139535
7706abff,1,0.2
b69df539,1,0.2
9bd69f62,1,0.5
5cd909d9,1,0.0416666666667
3f117154,1,0.00478468899522
aa4e9bd1,1,0.25
9bac647f,1,0.2
6943884c,1,0.1
dd0306a0,1,0.2
b443eb53,1,0.5
5d308ab1,1,0.333333333333
169ab112,1,0.142857142857
7b420767,1,0.04
0a518134,1,0.25
88f52ffa,1,0.0294117647059
15bfbca8,1,0.333333333333
4a8e0fd8,1,0.166666666667
49e632a9,1,0.0181818181818
c22a389d,1,0.142857142857
807c08ca,1,0.333333333333
b89512c1,1,0.5
15703fca,1,0.142857142857
ff697c37,1,0.5
be77a34a,1,0.125
f6c2f1c3,1,0.5
feb5a69e,1,0.0454545454545
cb131af3,1,0.5
cef3e7ab,1,0.142857142857
7f063018,1,0.25
0556e5c1,1,0.333333333333
fbc44d4f,1,0.142857142857
6a9d9eb6,1,0.125
b67862eb,1,0.333333333333
94d0be7e,1,0.5
954ebe39,1,0.5
3ec1081c,1,0.125
5ddca540,1,0.25
376471a9,1,0.333333333333
91053657,1,0.5
938c9a36,1,0.5
45d1fef3,1,0.5
e39ff553,1,0.5
0ca0031a,1,0.333333333333
73126dd7,1,0.2
d07adc91,1,0.0384615384615
218e9784,1,0.166666666667
82260b81,1,0.0125
d95492fd,1,0.2
7ae82721,1,0.5
7bbfc068,1,0.333333333333
285e24f6,1,0.333333333333
9ee22696,1,0.2
9b7b901d,1,0.166666666667
7b812340,1,0.2
9531659a,1,0.5
1d81d943,1,0.333333333333
e0736a58,1,0.0217391304348
a556bb24,1,0.0769230769231
5141bcd9,1,0.2
241b9d9b,1,0.5
fe9c47ca,1,0.5
03ca516c,1,0.0833333333333
d43aba38,1,0.5
71731d69,1,0.166666666667
23d23731,1,0.25
410ae47a,1,0.2
4a6fbe45,1,0.142857142857
d0b9c309,1,0.5
8d6241a7,1,0.166666666667
0d1523e4,1,0.2
c2f26ad9,1,0.5
1c1b3fd8,1,0.03125
ca404f25,1,0.0103092783505
809d46e4,1,0.25
7a19d96d,1,0.025641025641
6fd129b4,1,0.2
97092e9a,1,0.111111111111
bcb36bc0,1,0.333333333333
536b9af5,1,0.5
8a38db9c,1,0.2
b2238530,1,0.00826446280992
af35eb97,1,0.0909090909091
b451a8aa,1,0.5
855db4ee,1,0.25
7ec8a8ec,1,0.5
5db6d14c,1,0.0384615384615
6e8c314a,1,0.000990099009901
2e6bb2fc,1,0.166666666667
c9ce336e,1,0.5
5b74a9a6,1,0.5
fab925ec,1,0.5
695afde2,1,0.2
f4a958cf,1,0.0135135135135
103190e5,1,0.0333333333333
e3ac8767,1,0.2
469b153c,1,0.0135135135135
413eae4c,1,0.0102040816327
6d58009f,1,0.25
5ed9a455,1,0.0666666666667
921c3e9e,1,0.333333333333
e3dc389f,1,0.333333333333
1cc2a934,1,0.5
771720e0,1,0.142857142857
3eafabc8,1,0.5
4450235d,1,0.0188679245283
f55b7236,1,0.333333333333
83748e56,1,0.5
4b0972d3,1,0.1
4b6c9401,1,0.5
64ff7dfc,1,0.333333333333
e965f3a0,1,0.0222222222222
2ee4a344,1,0.333333333333
53dc06f8,1,0.2
9d25dd61,1,0.25
986cef95,1,0.166666666667
ad355948,1,0.142857142857
e8600768,1,0.00645161290323
16d75475,1,0.0112359550562
e1f3aae7,1,0.25
a37fcd78,1,0.25
a9c681d5,1,0.5
197d414a,1,0.5
79450f15,1,0.0344827586207
b8c2a6df,1,0.166666666667
3422c63c,1,0.5
17564e61,1,0.166666666667
ce7df3c4,1,0.0833333333333
a433757f,1,0.2
93188a05,1,0.5
7acaaef6,1,0.5
b7ae60ec,1,0.0384615384615
54c0788f,1,0.333333333333
6df3b5d4,1,0.333333333333
7bb2e0cd,1,0.5
f9353245,1,0.0526315789474
34e7fed0,1,0.5
a302468a,1,0.2
41976569,1,0.0322580645161
2d1e1f84,1,0.333333333333
58a00fc4,1,0.0909090909091
51112ace,1,0.0243902439024
ad716813,1,0.333333333333
c028e8ab,1,0.333333333333
3f187b00,1,0.125
e3f2ac1f,1,0.25
383ddb31,1,0.5
e44d0274,1,0.05
d6a31989,1,0.03125
85a2beb5,1,0.0625
236daa32,1,0.333333333333
357d5089,1,0.2
e2eca174,1,0.5
acfeaa4e,1,0.166666666667
910b6a94,1,0.125
b06e5638,1,0.0454545454545
5687fe4f,1,0.0294117647059
de67f6f7,1,0.00970873786408
2c952420,1,0.00869565217391
f3768beb,1,0.0344827586207
d423a54c,1,0.142857142857
0d0a4e3e,1,0.25
74a3bab0,1,0.0625
9eca32cf,1,0.25
33f652f5,1,0.2
711003ef,1,0.25
a0de4f6d,1,0.5
682030cc,1,0.166666666667
0dca843a,1,0.25
5e1719a0,1,0.0333333333333
c9a325aa,1,0.5
076d2d09,1,0.166666666667
2e4125a4,1,0.2
cf93b69d,1,0.5
52d9d1aa,1,0.111111111111
6f866429,1,0.25
f7e7090f,1,0.0555555555556
64364ece,1,0.047619047619
bf6ba731,1,0.5
bab83874,1,0.1
9e7b68a8,1,0.1
8dd1a89e,1,0.5
0f21d7f5,1,0.5
8029dc94,1,0.142857142857
6605a5e7,1,0.0833333333333
c5cf4d79,1,0.5
314402ae,1,0.0588235294118
e962c91d,1,0.333333333333
6f885d04,1,0.333333333333
d0346489,1,0.0833333333333
2886c5b1,1,0.0384615384615
fc82e3df,1,0.333333333333
238dd06d,1,0.5
81db9561,1,0.0769230769231
829fede8,1,0.5
3b18416f,1,0.125
846d92bb,1,0.5
8378679d,1,0.25
feb03f81,1,0.333333333333
61eeda63,1,0.5
902bd5e0,1,0.166666666667
a8507f21,1,0.5
75fa5cfa,1,0.333333333333
95cec3d7,1,0.5
163f0ac8,1,0.125
20e09aa3,1,0.25
3a3a27be,1,0.333333333333
a89068ff,1,0.111111111111
f6723d70,1,0.5
5e27bd0e,1,0.1
fa915aba,1,0.25
6b565204,1,0.5
0952524b,1,0.5
b5d00029,1,0.5
708d2c6f,1,0.333333333333
e72e31f1,1,0.5
78cbeec7,1,0.5
a6eb5464,1,0.333333333333
bae29ea9,1,0.1
b1654a94,1,0.5
ee0ecc0a,1,0.0178571428571
120b3920,1,0.5
de0a2044,1,0.333333333333
1febabd1,1,0.166666666667
a78a8c95,1,0.5
3b611674,1,0.5
754ad6d5,1,0.333333333333
5715a583,1,0.2
db8330ce,1,0.0113636363636
07febd34,1,0.111111111111
d40183fa,1,0.5
d33adecf,1,0.0125
0cae8a5f,1,0.0204081632653
11d7a5c8,1,0.333333333333
a6c00482,1,0.5
71792cac,1,0.5
c33dcdac,1,0.333333333333
d472e21c,1,0.05
51f5bbf0,1,0.2
7c7e93fc,1,0.333333333333
a1b2b43a,1,0.25
9c628b83,1,0.5
f7c1a12e,1,0.125
74cf7651,1,0.25
94704b8b,1,0.5
d83221d7,1,0.142857142857
176e1b40,1,0.5
3ce13350,1,0.2
db54ac72,1,0.5
c9e3cc5f,1,0.2
aeeaf63e,1,0.5
bbbfbadb,1,0.5
5d76bf49,1,0.333333333333
834ad398,1,0.25
e869a42f,1,0.333333333333
354968d8,1,0.00684931506849
e180ef42,1,0.333333333333
aee1e82a,1,0.0172413793103
b2b678e1,1,0.125
7d8dd9d1,1,0.333333333333
a877b5f6,1,0.2
f7cd3dcd,1,0.2
47b54abc,1,0.5
f2d3b6e8,1,0.2
42bad2e7,1,0.142857142857
015d0edc,1,0.0135135135135
780da115,1,0.333333333333
331fe23a,1,0.25
601d7a34,1,0.0217391304348
f990b3a0,1,0.333333333333
a682a29f,1,0.142857142857
b23617a8,1,0.25
88738f28,1,0.142857142857
4aa2d5af,1,0.0588235294118
069082b8,1,0.333333333333
c35e1004,1,0.5
0ac229fd,1,0.25
b1589cc5,1,0.5
6f9c1332,1,0.25
f5a9cc98,1,0.25
5b20a1ce,1,0.5
3636569d,1,0.333333333333
5ce2f2ba,1,0.25
27d26ec3,1,0.111111111111
09a5ea60,1,0.25
1b4de853,1,0.5
89f134d8,1,0.5
f95017c9,1,0.111111111111
60817459,1,0.5
219b2cda,1,0.5
a17368e8,1,0.5
1f2327fe,1,0.5
541e0704,1,0.142857142857
5d94953f,1,0.333333333333
8432c57e,1,0.5
8277da6c,1,0.0714285714286
e202edd7,1,0.2
7a041555,1,0.0833333333333
2953a36a,1,0.2
0f49bfbb,1,0.142857142857
44c2fd96,1,0.00746268656716
941bba63,1,0.125
6c7d67bf,1,0.25
109034f3,1,0.142857142857
1e17761f,1,0.5
34eeab87,1,0.00534759358289
cb8ec890,1,0.5
3e8584d3,1,0.25
9872700c,1,0.333333333333
74fee43c,1,0.5
0cb86038,1,0.0769230769231
27ec35e5,1,0.0344827586207
6d04f3d2,1,0.166666666667
befba431,1,0.25
357ce1f8,1,0.0344827586207
a89b4fda,1,0.1
1d3b9279,1,0.333333333333
3a0ae3f6,1,0.0588235294118
f655f82f,1,0.0909090909091
d96e2f76,1,0.5
91d1e19a,1,0.5
e07d036d,1,0.333333333333
05444551,1,0.2
d7f32756,1,0.333333333333
37725578,1,0.333333333333
3e0c82ba,1,0.166666666667
e26b7b1b,1,0.0125
2d8667e5,1,0.0333333333333
be641d2f,1,0.05
dd4a9b0e,1,0.333333333333
888ebba4,1,0.25
99b88b91,1,0.5
1a3e3aa7,1,0.5
ffbb46e7,1,0.2
34546e6d,1,0.0714285714286
08dbfb91,1,0.333333333333
de56ea71,1,0.0909090909091
8332109c,1,0.333333333333
d2a37ad0,1,0.2
5d02998e,1,0.333333333333
5f016b6a,1,0.05
4ecb4619,1,0.166666666667
3fa4e838,1,0.5
673969d7,1,0.5
493b28be,1,0.0666666666667
5627f224,1,0.0434782608696
5bf89b37,1,0.5
987c1946,1,0.1
30510b29,1,0.166666666667
9e9a1d06,1,0.1
5cabeb27,1,0.0227272727273
f32b3722,1,0.142857142857
fff4213a,1,0.0555555555556
925e99a2,1,0.5
7fc2179c,1,0.25
8e76928b,1,0.333333333333
3ed8efb0,1,0.142857142857
0062d365,1,0.5
ab492bdc,1,0.333333333333
e7cffb6e,1,0.0112359550562
bc108dcd,1,0.0526315789474
a12ab20a,1,0.00473933649289
d01113de,1,0.5
fe6e1e40,1,0.0909090909091
e770b9ce,1,0.00970873786408
bd7b95d2,1,0.0416666666667
fc94c422,1,0.00219298245614
6fa490b8,1,0.333333333333
ccb710ac,1,0.0714285714286
82e9e084,1,0.5
33954382,1,0.0166666666667
63d89360,1,0.00325732899023
f2867c34,1,0.125
3e374b59,1,0.0454545454545
fb36c7f6,1,0.5
ae582249,1,0.25
fea6befd,1,0.2
2fc90cc2,1,0.002457002457
e5263922,1,0.5
3061a03e,1,0.25
62ed12d4,1,0.0227272727273
4db3dda8,1,0.5
fdbe90eb,1,0.333333333333
090d37ad,1,0.5
feb9b2a2,1,0.2
4fd038b0,1,0.25
b3998e00,1,0.5
c4218e9a,1,0.333333333333
fdcd9212,1,0.5
91dc2748,1,0.5
7260e63f,1,0.333333333333
5be4a346,1,0.333333333333
e28b33ea,1,0.25
c87a795f,1,0.0666666666667
2fb61b86,1,0.333333333333
b79a05af,1,0.333333333333
a061e041,1,0.5
da93060e,1,0.5
6ba16d3f,1,0.0105263157895
94d6c4db,1,0.0294117647059
7ff2abb7,1,0.025
01371798,1,0.5
9e7fb6a2,1,0.142857142857
75bd8948,1,0.5
4a80f247,1,0.166666666667
021fe215,1,0.25
716bde75,1,0.333333333333
2d339499,1,0.0714285714286
64e65568,1,0.142857142857
dcd28c11,1,0.0434782608696
7a91ecfe,1,0.5
76d4a96d,1,0.166666666667
73546fb9,1,0.5
4275163e,1,0.5
b4c05597,1,0.5
dc42eba7,1,0.125
85b351fd,1,0.25
ec22effd,1,0.25
d0a548b6,1,0.125
c1deacce,1,0.5
a75b648a,1,0.0526315789474
ee537c59,1,0.166666666667
0bfe36c7,1,0.333333333333
8728bf0c,1,0.333333333333
db391889,1,0.25
3166be2d,1,0.25
b6a93ff6,1,0.0909090909091
43458c19,1,0.111111111111
33ffa983,1,0.0285714285714
7bec0b72,1,0.00478468899522
cf32ee35,1,0.0666666666667
2773975a,1,0.111111111111
952c8e3d,1,0.333333333333
d7847a82,1,0.037037037037
79d49b84,1,0.0588235294118
3902aedd,1,0.333333333333
d287fde8,1,0.333333333333
372c8144,1,0.0909090909091
cae81e9e,1,0.333333333333
a23d6ef9,1,0.333333333333
1a976671,1,0.25
5952b5ff,1,0.5
4c3e830e,1,0.333333333333
1d0cf47b,1,0.25
0973ad96,1,0.0588235294118
9686963c,1,0.5
285a3820,1,0.0769230769231
473d702c,1,0.125
e4105cde,1,0.166666666667
217876a0,1,0.5
2b1a9c5c,1,0.2
83d5e1b1,1,0.00735294117647
1de440a3,1,0.25
18775482,1,0.2
273d6db9,1,0.5
a63a5753,1,0.0555555555556
91aa2828,1,0.166666666667
e466cb2c,1,0.142857142857
41a5f5f4,1,0.5
9583e285,1,0.111111111111
70395d07,1,0.2
6202acff,1,0.0114942528736
dfc875fe,1,0.0833333333333
25ec6853,1,0.5
cd7215f8,1,0.5
16fdba6d,1,0.0526315789474
a8fbcad8,1,0.166666666667
500d2454,1,0.016393442623
8da82105,1,0.333333333333
b4a7b2ec,1,0.5
4c79fce5,1,0.5
0688798a,1,0.5
9ad63377,1,0.5
d0642131,1,0.0833333333333
cb7426e9,1,0.0555555555556
1278cf84,1,0.5
a804d999,1,0.00193798449612
4eb13342,1,0.25
08ab83c4,1,0.0714285714286
bb9a685b,1,0.111111111111
a84a345a,1,0.5
c30b2a47,1,0.5
806c229f,1,0.125
19ac98fc,1,0.5
ceddb267,1,0.03125
d4ec3208,1,0.0769230769231
593696ee,1,0.111111111111
00afe464,1,0.142857142857
ff9e8eb1,1,0.0185185185185
27b573c9,1,0.5
1347f073,1,0.2
1bffea39,1,0.0625
3ee78c6d,1,0.333333333333
f3d528fa,1,0.0625
b61f3a9b,1,0.027027027027
23ff46c1,1,0.25
979d0c43,1,0.2
17e35f18,1,0.5
e74a4c37,1,0.2
2f46d6f8,1,0.25
d9df5005,1,0.5
07e17c3c,1,0.0833333333333
28b822de,1,0.25
acc0f72b,1,0.142857142857
416f833f,1,0.0625
06fbc5c7,1,0.5
daeffc70,1,0.333333333333
d8bed8dc,1,0.333333333333
9e1296f2,1,0.5
a32c6e86,1,0.5
aae615a2,1,0.0212765957447
19404ee2,1,0.025
41cbd820,1,0.125
8463d194,1,0.1
3fd38ad0,1,0.142857142857
8f566ee2,1,0.2
09afbc50,1,0.333333333333
ff225e44,1,0.333333333333
8a165ac0,1,0.5
c87d0ef5,1,0.142857142857
b70a0bb8,1,0.25
21969396,1,0.2
b8936566,1,0.166666666667
3348e8fd,1,0.5
e84e0ad2,1,0.333333333333
6a4f4821,1,0.0625
d3725c2a,1,0.5
1a9a1480,1,0.0666666666667
c241284b,1,0.333333333333
16a9d5ad,1,0.0909090909091
5ff1eb15,1,0.25
7a63d0f6,1,0.333333333333
9119ebf7,1,0.333333333333
67370392,1,0.025641025641
be6a4473,1,0.0416666666667
ca840585,1,0.2
0244ba88,1,0.5
7494902b,1,0.025
c8c16707,1,0.111111111111
6b7b9a3c,1,0.5
ecbc7f2f,1,0.0204081632653
5e43d99e,1,0.0909090909091
230aa580,1,0.2
6178774e,1,0.00909090909091
01b515ab,1,0.142857142857
1ce8cc4f,1,0.5
b148f9bf,1,0.5
c7d8abea,1,0.05
516e2642,1,0.5
1710d945,1,0.037037037037
09cdce34,1,0.5
616b7f5e,1,0.2
4647de4b,1,0.111111111111
b05649a6,1,0.0526315789474
ed3da194,1,0.142857142857
b8f4affe,1,0.25
1e8b1205,1,0.166666666667
d226ad3e,1,0.0625
9cd049f8,1,0.333333333333
65efb371,1,0.333333333333
41707a04,1,0.5
ea5ccef3,1,0.2
d6bb4aaa,1,0.00118343195266
c1f6c3b5,1,0.5
c26f1e77,1,0.03125
58feff66,1,0.2
8ece5e8c,1,0.5
8f3e0dab,1,0.5
14910e7d,1,0.1
a1f5309e,1,0.0625
afd345f5,1,0.5
d286573f,1,0.5
c3793259,1,0.25
5dd62f23,1,0.5
20226211,1,0.25
5c2401df,1,0.25
483a70e7,1,0.25
1de47a90,1,0.0588235294118
f26472cd,1,0.00617283950617
6aa79e55,1,0.0769230769231
f65bc420,1,0.0714285714286
99bdee2c,1,0.111111111111
85865d57,1,0.166666666667
a31274bd,1,0.142857142857
7fca68ea,1,0.0185185185185
31dbbe6f,1,0.1
b97ea00d,1,0.0526315789474
1375d211,1,0.047619047619
