i	"RTT(i)=(RTT+RTT_A+RTT_B+RTT_C)~LOGNORMAL(4.8,0.3)"
597	240.6937116
598	192.4787271
599	8.251252699
600	44.61657465
601	188.2059414
602	244.4592656
603	220.6677211
604	120.5126387
605	236.3950701
606	180.6700358
607	220.2143024
608	116.3330836
609	216.5843528
610	104.5454061
611	164.3778984
612	152.4909057
613	100.3769796
614	152.1756538
615	108.5270199
616	180.5336283
617	220.1357266
618	120.5377636
619	228.6434077
620	152.2595431
621	108.5479028
622	180.5315348
623	220.5887997
624	120.230412
625	232.0932627
626	164.2594782
627	156.1562521
628	120.2330071
629	232.6901008
630	164.4193948
631	156.5731638
632	120.6388387
633	232.4466971
634	164.6695146
635	144.3424759
636	76.60217186
637	48.49901095
638	192.1889597
639	0.506944711
640	12.41853031
641	48.68133352
642	204.2126674
643	52.54651522
644	220.4122725
645	116.2552188
646	208.3827645
647	68.45761555
648	28.26026487
649	116.6834822
650	216.4792807
651	100.2772116
652	144.7014971
653	64.34786206
654	12.18094711
655	52.71883411
656	208.5647505
657	64.69229224
658	0.468653136
659	12.37051356
660	60.43171429
661	244.3221006
662	208.5433601
663	72.58535743
664	36.57718155
665	148.457935
666	88.37546998
667	96.62466324
668	140.4369488
669	48.50582526
670	200.4247582
671	36.55256136
672	152.3293471
673	104.7861616
674	160.6431276
675	128.5031223
676	4.082613079
677	24.17843502
678	104.5356773
679	168.4717508
680	160.6944489
681	128.4293121
682	8.60277507
683	40.20066581
684	164.5150535
685	152.0421529
686	96.05230703
687	132.1361069
688	28.13265254
689	120.0884683
690	232.2309155
691	160.7135258
692	136.7848353
693	44.6635837
694	184.7463464
695	228.6773516
696	148.2942391
697	80.46792646
698	76.2749987
699	56.41575193
700	236.5115043
701	180.5819504
702	212.6973786
703	88.2655526
704	104.3723407
705	172.40817
706	188.6454439
707	252.8015277
708	252.6943336
709	244.299039
710	208.449084
711	64.51714684
712	4.547830607
713	16.54144528
714	64.4327398
715	0.74074377
716	4.59533112
717	20.06054542
718	80.13126439
719	76.16175141
720	56.53063106
721	228.1173906
722	144.0441133
723	64.14830402
724	0.520311351
725	12.33557876
726	56.35167866
727	228.3815897
728	156.6891406
729	120.5615844
730	224.2973769
731	128.2738031
732	12.344699
733	56.48817215
734	224.1901194
735	136.3954483
736	40.40179117
737	168.4227397
738	164.4793011
739	144.6904157
740	76.4804757
741	52.75159622
742	216.5116633
743	108.5713671
744	188.6775829
745	244.5203718
746	212.5551031
747	84.38623663
748	80.57564497
749	68.40471495
750	28.25262319
751	120.2219676
752	228.5012499
753	152.2063039
754	96.63719275
755	140.571677
756	56.17722051
757	228.5943414
758	156.7537624
759	120.5354192
760	232.5206614
761	172.343562
762	188.5370278
763	248.1168382
764	228.3268392
765	148.5465136
766	80.49249901
767	64.34390389
768	4.625850748
769	24.32132682
770	96.49883941
771	140.3393835
772	52.4320673
773	208.3952533
774	72.64457591
775	32.33425129
776	140.5953709
777	56.50266998
778	232.4270046
779	164.7414301
780	152.4274913
781	100.2866499
782	156.433644
783	120.512985
784	232.1911814
785	168.4960675
786	164.5861521
787	152.6745181
788	100.5390449
789	144.5423513
790	64.58770811
791	12.40286049
792	56.19955708
793	228.5127554
794	152.2095694
795	100.2166441
796	152.1581796
797	100.3966201
798	148.5044595
799	80.41226745
800	76.34032885
801	60.53171338
802	240.6298665
803	196.539332
804	20.36041232
805	88.28504037
806	96.33929876
807	136.27793
808	44.31427064
809	180.7584933
810	212.6311996
811	88.16776931
812	104.3776736
813	168.1403554
814	164.2239454
815	156.4307334
816	120.6883316
817	228.3525275
818	152.1670334
819	100.6459082
820	152.5467529
821	108.1754104
822	188.2276945
823	248.7586034
824	232.6020826
825	172.5302771
826	184.5942287
827	228.1973952
828	152.4640871
829	104.5311557
830	160.1752224
831	140.2184168
832	48.47069941
833	204.4385878
834	52.75329564
835	220.5488717
836	116.234575
837	216.4583859
838	104.1470245
839	172.3834503
840	176.5036216
841	200.2898602
842	44.50878806
843	184.5323404
844	232.3659585
845	168.2418822
846	160.1058019
847	140.4078862
848	48.3469233
849	196.6146939
850	24.61732728
851	96.43733799
852	132.4125261
853	24.2892809
854	96.61918519
855	140.4517987
856	48.56942257
857	196.3676446
858	20.14707259
859	88.17662734
860	96.13149231
861	128.1669371
862	8.589894982
863	32.09067823
864	132.3466054
865	16.10187517
866	72.28808314
867	36.60410369
868	156.297588
869	116.1261274
870	208.4947059
871	76.45118464
872	56.20044374
873	236.1860085
874	188.5556273
875	240.6893014
876	204.474656
877	48.50899966
878	204.4245563
879	52.66791244
880	212.2738053
881	84.6059811
882	88.35151248
883	100.6653794
884	148.238671
885	88.53119136
886	108.4745551
887	180.6947256
888	208.4335928
889	64.33750718
890	4.119482782
891	20.25142504
892	80.13990111
893	68.41584641
894	20.127249
895	80.41184411
896	76.19148638
897	52.38564267
898	208.5185197
899	64.50991248
900	0.410382626
901	4.209162604
902	16.49747398
903	72.69500721
904	40.58977929
905	160.5899358
906	140.3905624
907	60.14258576
908	252.446584
909	252.4011327
910	244.535868
911	216.4724036
912	100.5790161
913	148.5369594
914	92.19042785
915	120.2057028
916	228.2225592
917	156.2952643
918	120.620891
919	232.2219286
920	168.6522736
921	168.4068994
922	164.6273989
923	144.6201479
924	64.06079934
925	0.16305627
926	4.36820323
927	20.41842128
928	80.44762184
929	72.26160445
930	36.37760742
931	152.7066561
932	108.7752848
933	184.6530693
934	232.7967652
935	160.6647114
936	132.5900234
937	20.66680619
938	88.61782324
939	100.1699225
940	156.1709989
941	124.2547075
942	248.2094111
943	228.1365432
944	156.2959002
945	120.0667998
946	228.1594764
947	144.5889445
948	64.31986078
949	4.351845094
950	28.25564808
951	116.795892
952	220.7022972
953	116.6411926
954	220.4401371
955	116.6026695
956	208.2172835
957	72.30562573
958	40.39244254
959	168.2035185
960	164.6285391
961	148.3847735
962	80.23568059
963	72.28268226
964	40.34184213
965	164.4025517
966	152.2709325
967	104.3800215
968	172.1617815
969	184.4607096
970	224.7142298
971	128.3895526
972	8.29141379
973	40.16532579
974	168.6340339
975	164.70442
976	144.3206654
977	64.34761481
978	12.21334938
979	52.45087928
980	208.6054544
981	72.35872184
982	36.18674362
983	156.4623114
984	120.3444308
985	236.1840594
986	188.5323709
987	248.3407761
988	228.5453998
989	148.0561873
990	84.20072529
991	88.18701546
992	108.4124316
993	180.122738
994	220.2676621
995	116.1410613
996	208.2591792
997	68.67596662
998	28.20725865
999	120.6636113
1000	232.4115636
1001	172.6729401
1002	184.1523554
1003	224.4292521
1004	128.2066429
1005	0.329340402
1006	0.668730045
1007	8.64068926
1008	32.68254511
1009	128.6707624
1010	0.591629301
1011	0.15110882
1012	0.61564419
1013	4.559349137
1014	20.55935433
1015	80.64934844
1016	68.38157043
1017	20.62133038
1018	84.25900008
1019	92.62873615
1020	120.1410164
1021	232.3988412
1022	164.6551829
1023	152.3201297
1024	100.7193565
1025	148.3757614
1026	84.14874034
1027	80.50562211
1028	64.38365923
1029	12.68782478
1030	48.63924807
1031	196.4462358
1032	24.64538913
1033	100.1959
1034	144.1830856
1035	64.37822163
1036	0.439232979
1037	4.359095605
1038	20.51277573
1039	88.06894232
1040	100.179289
1041	148.1565733
1042	92.1924567
1043	116.541963
1044	220.2999742
1045	116.308937
1046	212.6782362
1047	84.63308062
1048	84.26264637
1049	88.17422387
1050	100.6291931
1051	152.3230816
1052	100.6331066
1053	152.6425858
1054	108.8075073
1055	188.7296187
1056	248.4163287
1057	232.3908205
1058	164.3134011
1059	148.4181313
1060	88.07172036
1061	96.16927069
1062	140.3221834
1063	60.43551426
1064	244.398645
1065	208.3597305
1066	76.63770423
1067	60.2698562
1068	240.4863544
1069	192.258671
1070	12.13563501
1071	56.47553893
1072	228.6234999
1073	144.6948014
1074	72.6719928
1075	36.71875825
1076	156.7531758
1077	120.6906139
1078	232.4352858
1079	164.326953
1080	144.3923637
1081	68.34468049
1082	24.72241902
1083	96.39537916
1084	132.7088795
1085	16.65975428
1086	72.26592378
1087	40.33294257
1088	172.2512018
1089	188.2173802
1090	252.15529
1091	244.513437
1092	212.1487795
1093	84.474358
1094	88.33240796
1095	96.26341021
1096	132.6536132
1097	28.63284533
1098	120.1749085
1099	232.7170227
1100	160.4974479
1101	128.3636048
1102	0.203081462
1103	8.527164079
1104	36.50724471
1105	152.3788973
1106	104.1747136
1107	168.3505813
1108	164.271719
1109	144.3835604
1110	72.28248334
1111	44.54410458
1112	184.3493218
1113	224.2262667
1114	132.1425259
1115	20.27717337
1116	88.22922771
1117	104.0742514
1118	160.1499691
1119	128.2853489
1120	8.153662173
1121	32.03471221
1122	136.1198626
1123	32.17670899
1124	136.1603944
1125	44.32608127
1126	180.090384
1127	208.3822896
1128	64.40559349
1129	12.49529018
1130	60.45713302
1131	244.5704647
1132	208.4546141
1133	72.67217501
1134	40.15985305
1135	168.3773391
1136	172.2298798
1137	184.4732764
1138	232.752194
1139	172.5436948
1140	184.3273691
1141	224.1099727
1142	128.1997057
1143	12.59541152
1144	56.34299083
1145	236.7221054
1146	184.5116152
1147	224.4718559
1148	128.179425
1149	0.264761586
1150	4.395761684
1151	20.40697375
1152	80.45768384
1153	72.67505288
1154	44.3573656
1155	176.4261754
1156	192.5064857
1157	4.212777579
1158	24.42290374
1159	108.6717602
1160	188.5766189
1161	240.2084442
1162	204.3494801
1163	48.76126184
1164	196.6165359
1165	24.29442395
1166	96.69633571
1167	140.3691099
1168	56.49395447
1169	236.6297654
1170	180.1252701
1171	216.4016411
1172	100.5210971
1173	144.6140792
1174	72.48370588
1175	32.55790797
1176	136.1719852
1177	44.40837711
1178	176.6474589
1179	204.469959
1180	56.34430832
1181	228.3931886
1182	148.0902398
1183	88.09186933
1184	104.111408
1185	172.4529535
1186	184.3495681
1187	236.4279633
1188	180.7024093
1189	220.658856
1190	116.6132804
1191	220.6030651
1192	124.5720152
1193	240.4908358
1194	204.4511783
1195	52.65612373
1196	208.496331
1197	72.46327675
1198	32.40387439
1199	132.284628
1200	20.04397753
1201	88.05120364
1202	108.1244097
1203	188.2480614
1204	252.4070017
1205	244.3883488
1206	212.6121851
1207	84.36901536
1208	88.53296085
1209	100.4634256
1210	152.3356159
1211	108.6196771
1212	184.511282
1213	232.7375272
1214	172.6635102
1215	184.7148862
1216	224.4027328
1217	128.581122
1218	4.231528694
1219	20.61381309
1220	80.1867279
1221	72.14188398
1222	40.13468451
1223	164.4829953
1224	148.3259744
1225	80.67643746
1226	72.66211653
1227	36.49911096
1228	148.2435397
1229	80.32451213
1230	68.74022998
1231	24.68405269
1232	108.5932885
1233	188.5774145
1234	252.6426763
1235	244.5369788
1236	220.0332149
1237	120.1212509
1238	228.494685
1239	152.603953
1240	96.56258432
1241	128.2105422
1242	0.353020411
1243	0.415788848
1244	4.314939993
1245	24.60831722
1246	100.2436743
1247	152.3992895
1248	104.3432821
1249	168.3933748
1250	160.497049
1251	128.1470881
1252	0.047133572
1253	0.11742374
1254	0.30358168
1255	8.639692743
1256	44.3780631
1257	184.5668954
1258	232.2400085
1259	160.4600508
1260	128.3819836
1261	8.251381445
1262	36.6415594
1263	152.316823
1264	104.7531546
1265	164.5102312
1266	152.5841572
1267	96.39491926
1268	140.2639236
1269	56.69874421
1270	232.5292772
1271	164.3403823
1272	152.3282668
1273	104.4459744
1274	160.6772086
1275	136.3873222
1276	36.53707625
1277	156.5185425
1278	120.7514724
1279	224.6976773
1280	128.2887303
1281	12.26256316
1282	60.59653692
1283	240.5981182
1284	196.468109
1285	16.16195297
1286	76.29925275
1287	60.59041835
1288	244.2112803
1289	212.5029107
1290	84.29507024
1291	80.34873828
1292	64.49397147
1293	4.719721116
1294	20.53085532
1295	88.2341829
1296	100.5283483
1297	152.5063428
1298	108.5726514
1299	184.2713744
1300	232.5484293
1301	164.76862
1302	144.5631162
1303	68.42565051
1304	16.28615787
1305	64.47588187
1306	4.172583918
1307	16.15207318
1308	64.38513056
1309	4.190636695
1310	28.36166318
1311	120.6853856
1312	232.473172
1313	164.2097824
1314	152.283463
1315	104.3984451
1316	168.3036177
1317	164.137295
1318	144.5283206
1319	64.60366447
1320	0.567451749
1321	4.167572676
1322	16.31435212
1323	72.51942822
1324	44.45357482
1325	180.6994544
1326	216.4856651
1327	108.6909824
1328	188.5321193
1329	248.516503
1330	228.3247758
1331	156.42449
1332	120.6907665
1333	224.4484754
1334	140.6051182
1335	60.4577725
1336	248.0540365
1337	232.1903239
1338	164.7057846
1339	152.2886801
1340	108.4829044
1341	188.4608723
1342	248.4303034
1343	228.5058318
1344	148.372375
1345	80.41335947
1346	68.65471286
1347	20.40211753
1348	92.73049131
1349	116.5103341
1350	212.1686728
1351	80.39104571
1352	72.09755152
1353	44.26775174
1354	180.3319788
1355	220.3181071
1356	120.4639615
1357	232.4292466
1358	164.6326501
1359	148.7533185
1360	84.62145917
1361	92.39029093
1362	120.5186238
1363	228.202298
1364	144.3195662
1365	68.38026181
1366	24.31587361
1367	100.4026345
1368	152.3717175
1369	100.3815366
1370	148.6365462
1371	88.2777071
1372	108.2058959
1373	180.5586564
1374	216.234952
1375	100.246745
1376	144.6059677
1377	64.62841123
1378	0.369855334
1379	12.60782627
1380	60.36103055
1381	248.1011535
1382	236.3717962
1383	180.7108816
1384	216.6731422
1385	100.3022314
1386	152.3917548
1387	104.5327394
1388	164.5520007
1389	152.1621635
1390	96.18188496
1391	140.2623767
1392	60.25320021
1393	240.3150907
1394	192.7340329
1395	0.647265317
1396	12.16585845
1397	52.08172128
1398	220.2069705
1399	116.3361669
1400	216.4742463
1401	100.1643918
1402	152.6761398
1403	100.4581319
1404	148.5478952
1405	88.333791
1406	96.77740178
1407	140.6431764
1408	52.71048141
1409	208.3977022
1410	64.54963784
1411	4.307298987
1412	28.19016979
1413	120.665372
1414	232.6145847
1415	168.5165782
1416	172.3130492
1417	184.3788752
1418	228.5738721
1419	148.547247
1420	80.18256444
1421	72.34189276
1422	36.19140107
1423	152.1326161
1424	108.2021041
1425	184.6214049
1426	232.218685
1427	172.3799924
1428	184.2637427
1429	232.5068634
1430	172.2905602
1431	184.4605059
1432	236.1415114
1433	180.5713303
1434	216.1959005
1435	96.55284635
1436	140.1318581
1437	56.40294501
1438	232.184243
1439	172.1256167
1440	176.49295
1441	200.6965163
1442	32.33009578
1443	128.3749843
1444	4.119747449
1445	24.4195553
1446	96.37879953
1447	128.5625283
1448	8.662941216
1449	36.20658227
1450	152.2970623
1451	104.4516219
1452	164.6665944
1453	152.2624482
1454	108.4751276
1455	180.6237108
1456	216.3777813
1457	96.5526602
1458	128.7653775
1459	8.592052331
1460	36.73817617
1461	148.5140159
1462	92.40107711
1463	120.68432
1464	236.243379
1465	176.5028893
1466	192.6004847
1467	0.681128745
1468	8.585455328
1469	36.30868566
1470	152.8178253
1471	104.733482
1472	164.6791147
1473	152.2415148
1474	104.4033787
1475	172.6869877
1476	184.6039601
1477	228.6577457
1478	144.7288427
1479	68.37517631
1480	16.19607067
1481	64.21605549
1482	12.6756217
1483	52.45634092
1484	220.2576007
1485	124.5660742
1486	244.6829223
1487	220.5982367
1488	116.1039177
1489	216.3356694
1490	100.6294043
1491	152.4732107
1492	100.6897703
1493	144.540504
1494	64.06686549
1495	4.26218017
1496	24.50046921
1497	100.6592229
1498	152.2562364
1499	108.5654497
1500	180.6842377
1501	208.7042425
1502	72.40072337
1503	44.31345339
1504	184.1210272
1505	232.3737004
1506	168.5078995
1507	164.4541954
1508	156.4675704
1509	120.5078558
1510	224.6386009
1511	140.2663279
1512	52.62278829
1513	208.4249284
1514	76.69891111
1515	60.52144807
1516	240.4146669
1517	192.3152241
1518	4.275575264
1519	28.20304509
1520	112.3148485
1521	204.2249888
1522	52.5083262
1523	212.2257179
1524	88.14786644
1525	100.1848899
1526	156.5281379
1527	120.5065159
1528	232.5566502
1529	160.3148253
1530	140.2564832
1531	56.10062958
1532	224.258515
1533	132.446311
1534	20.26476634
1535	80.39125181
1536	72.65846511
1537	40.50396964
1538	160.1151945
1539	140.395829
1540	56.11135318
1541	228.3017291
1542	148.6430346
1543	80.18870248
1544	76.57369724
1545	60.69685373
1546	248.6826663
1547	228.3804524
1548	156.64624
1549	120.4728402
1550	236.5271221
1551	184.7136252
1552	232.4411302
1553	160.1327503
1554	128.2656792
1555	8.390953382
1556	36.24248177
1557	156.4745751
1558	120.6518667
1559	228.2960601
1560	148.3299117
1561	92.64321235
1562	120.4572033
1563	228.1852421
1564	144.4692985
1565	68.6789683
1566	28.45382314
1567	112.1943186
1568	192.4680422
1569	12.38589337
1570	56.48754094
1571	236.5151107
1572	188.1475961
1573	244.2116571
1574	212.4812942
1575	88.07033652
1576	104.2976907
1577	164.5527921
1578	152.5075511
1579	108.4424024
1580	188.4808042
1581	240.3170275
1582	204.588877
1583	60.50506189
1584	252.4502042
1585	244.4963409
1586	220.7490429
1587	124.6955393
1588	248.6031764
1589	224.4222952
1590	140.4709491
1591	56.64198642
1592	236.3901061
1593	180.3210394
1594	220.6338728
1595	116.3336661
1596	220.3473544
1597	120.3329031
1598	224.2433758
1599	132.3352079
1600	20.33659224
1601	80.42213179
1602	72.42071156
1603	32.2773701
1604	132.5012652
1605	16.45662368
1606	68.33678453
1607	20.63973132
1608	84.56726541
1609	80.23164634
1610	76.59250906
1611	52.3717846
1612	208.4737214
1613	64.45492171
1614	4.540381552
1615	16.16352944
1616	72.28912498
1617	44.5720984
1618	176.5855998
1619	204.5793275
1620	60.53989942
1621	240.64653
1622	204.362423
1623	60.4634373
1624	252.6105228
1625	252.3830147
1626	244.4731968
1627	220.375496
1628	116.4394641
1629	212.5399793
1630	84.19112855
1631	80.41023038
1632	76.10411028
1633	56.24434616
1634	224.6374006
1635	128.5852889
1636	8.69013772
1637	32.3768588
1638	132.2809752
1639	24.43992754
1640	104.3747065
1641	172.2658822
1642	176.2910875
1643	196.218128
1644	24.18730033
1645	100.6002308
1646	152.4349763
1647	96.46762245
1648	132.518519
1649	28.39973128
1650	120.4335417
1651	232.207116
1652	168.4003989
1653	164.3385023
1654	152.7219938
1655	108.5804007
1656	184.7531214
1657	232.5200951
1658	160.2406534
1659	136.7076176
1660	36.6789041
1661	144.3154595
1662	76.33040816
1663	52.44761669
1664	220.3808039
1665	120.2002654
1666	232.2711316
1667	172.3362334
1668	180.7316226
