i	DJIA_DAY(i)=(high(i)-low(i))*vol(i) [$ in billions]
490	11.7463629
491	15.56647989
492	15.79703608
493	13.5577953
494	12.5019921
495	22.1363416
496	17.82207658
497	16.27724359
498	15.94218782
499	11.6826411
500	18.3022868
501	26.377767
502	17.665872
503	20.3484528
504	15.419336
505	17.1616804
506	26.86828279
507	16.091792
508	12.247059
509	11.6886818
510	17.59086516
511	16.07804413
512	16.97207287
513	13.0071888
514	15.09975308
515	18.4169868
516	21.43209548
517	24.87502097
518	17.1721264
519	23.58645584
520	28.45127182
521	19.61279357
522	19.788957
523	17.69537186
524	18.26465929
525	16.6561094
526	17.4899208
527	19.1620566
528	17.11128438
529	27.7167744
530	27.10473241
531	16.0518656
532	20.36792295
533	11.4717113
534	24.674476
535	15.68781093
536	22.281126
537	16.6017138
538	15.8882038
539	13.7189386
540	22.29355073
541	26.661936
542	18.63576334
543	24.16526
544	26.110827
545	24.3081216
546	19.51989545
547	34.39534506
548	20.47601112
549	26.1746634
550	22.7412368
551	16.5595808
552	21.5217576
553	12.4403634
554	17.131654
555	28.839675
556	14.46124762
557	11.068704
558	14.2792392
559	25.91422527
560	17.9851088
561	22.72349002
562	25.56327065
563	25.33537518
564	45.60491708
565	39.99758631
566	5.4922047
567	17.5655256
568	14.6557012
569	19.530944
570	21.3553648
571	21.1732664
572	16.6099248
573	17.49701966
574	16.21562708
575	31.5690792
576	25.014314
577	19.03533153
578	17.97822034
579	25.44285
580	21.61138364
581	28.8537768
582	13.80997919
583	17.85096928
584	28.2918263
585	23.77010772
586	10.1178792
587	10.5864534
588	13.4236326
589	13.660425
590	15.7779282
591	15.542289
592	19.67223169
593	15.9145272
594	24.25435236
595	15.28445728
596	23.8319928
597	25.9836405
598	17.2735472
599	24.1307884
600	20.719638
601	19.37360856
602	20.89479
603	18.799165
604	27.13464115
605	22.91095807
606	18.35686107
607	26.2532304
608	19.57680797
609	29.47112551
610	27.64840261
611	25.7560496
612	30.453912
613	17.98537639
614	36.79286934
615	20.9301682
616	16.74975105
617	18.61045234
618	20.3709139
619	16.10747587
620	13.8788957
621	16.2900024
622	30.7718748
623	22.70988191
624	22.7653664
625	18.2433132
626	19.6226404
627	21.742497
628	18.03471655
629	18.97931496
630	17.108624
631	26.33491286
632	20.622319
633	19.453392
634	21.39168185
635	26.43869919
636	20.198672
637	18.319531
638	29.40291
639	16.9462368
640	25.0189992
641	19.0552824
642	24.89178212
643	23.58474229
644	19.3040456
645	27.80491261
646	21.4393264
647	19.60624342
648	24.41574701
649	19.0490112
650	17.7287224
651	35.49986237
652	30.8006616
653	33.0775368
654	20.8695356
655	22.06421357
656	19.94710829
657	19.2852828
658	22.86029366
659	14.6227094
660	19.17414709
661	19.049828
662	20.96097631
663	28.52763853
664	23.9621536
665	33.5539776
666	28.5430468
667	33.04709029
668	29.0675648
669	24.57605052
670	20.13885482
671	23.17364144
672	25.03230445
673	21.96838948
674	17.9884878
675	31.47342542
676	41.9654308
677	27.116496
678	26.44090265
679	22.12674558
680	35.40665458
681	27.508107
682	33.212
683	22.200048
684	20.5134036
685	22.98425474
686	33.58759947
687	28.7703914
688	22.322496
689	28.72141983
690	35.22616144
691	25.773228
692	24.63355154
693	22.2199002
694	38.3983336
695	27.03476115
696	32.91072
697	31.2847288
698	25.19818588
699	21.42435545
700	17.5464364
701	23.7772288
702	19.11191306
703	21.9632254
704	20.36097098
705	20.3695368
706	22.8143922
707	25.32567
708	34.11173527
709	26.30176944
710	33.19190876
711	19.45899463
712	18.8832608
713	28.07866479
714	27.365261
715	25.7679686
716	28.7472888
717	6.9295773
718	32.42116265
719	39.55361441
720	52.4344306
721	31.456766
722	28.92839937
723	38.41344
724	35.07378585
725	22.59354484
726	27.8287512
727	32.11972808
728	82.46134631
729	40.6421138
730	33.89649353
731	25.5287687
732	34.30919383
733	33.6723068
734	27.25264388
735	23.8109436
736	24.06252032
737	31.59893879
738	39.15282767
739	31.21492541
740	21.39219701
741	16.7225032
742	20.84784909
743	19.12570661
744	23.7630834
745	19.997681
746	19.8788375
747	23.3635316
748	31.32262228
749	25.34389
750	20.99025918
751	25.095864
752	19.02082955
753	18.7823548
754	19.5976
755	15.4182777
756	17.6412596
757	22.14516946
758	18.9326698
759	15.68539487
760	19.8124108
761	24.018052
762	24.85324368
763	22.66125353
764	23.5787632
765	21.22263
766	24.974082
767	39.49533134
768	37.8878256
769	35.43120687
770	27.78238155
771	23.5932664
772	33.01148399
773	33.549284
774	30.80561883
775	20.92022723
776	28.16288524
777	39.93806305
778	28.81694665
779	26.10526894
780	26.00344876
781	34.29404288
782	33.34453257
783	32.78399287
784	23.26742902
785	24.6623352
786	44.27949272
787	30.0108888
788	27.83081431
789	35.66925707
790	21.4246656
791	29.452843
792	36.99785064
793	34.9652538
794	30.2904456
795	26.8029388
796	36.61751
797	50.12502585
798	57.01645967
799	42.9733408
800	26.2660392
801	32.44832788
802	30.99403799
803	34.92458541
804	28.9882248
805	25.79355916
806	25.1030208
807	36.65336597
808	34.41306
809	22.49820571
810	25.88236422
811	34.24039145
812	38.81628194
813	42.47901522
814	37.7488235
815	28.03787005
816	41.4951264
817	45.935905
818	5.5470909
819	28.565636
820	40.620241
821	31.65132167
822	48.32412296
823	37.16824749
824	40.3905268
825	47.03692
826	36.36931639
827	32.881842
828	27.80475
829	35.34060435
830	32.8235739
831	42.2475984
832	54.5759544
833	52.22233042
834	49.73678057
835	2.3850296
836	55.18328648
837	43.4115898
838	23.958608
839	16.7004585
840	17.40663
841	20.31982793
842	25.8717024
843	44.0767054
844	51.33595825
845	74.4419934
846	48.32251227
847	3.532756
848	57.755638
849	75.32936703
850	39.580016
851	43.768944
852	26.5488678
853	49.006605
854	48.0600944
855	60.53510185
856	63.2950524
857	48.46137
858	41.87027291
859	57.3132778
860	52.40254655
861	41.104049
862	33.20836054
863	56.19563894
864	56.1268787
865	47.36118436
866	43.703081
867	43.2648528
868	52.18528
869	44.63493426
870	56.10820421
871	61.949908
872	45.1114146
873	50.7241152
874	41.60114928
875	45.0165348
876	41.37117301
877	48.48709966
878	46.269906
879	62.73924953
880	65.15783285
881	46.88533342
882	51.11379
883	61.79502221
884	55.17344555
885	70.3495308
886	56.08109015
887	43.473578
888	49.0397544
889	40.45430942
890	118.869163
891	80.869545
892	71.8322424
893	46.5567434
894	61.93837191
895	55.71574442
896	57.955089
897	59.69646
898	54.7752926
899	39.0018596
900	30.10624746
901	40.141374
902	42.20549241
903	43.4475832
904	36.9674841
905	54.82729302
906	42.2156392
907	44.5108144
908	36.0368502
909	39.89277
910	43.88658999
911	48.87599263
912	70.89713389
913	81.85952462
914	54.64669422
915	33.66369874
916	45.85230812
917	71.259336
918	44.24668871
919	38.87661727
920	37.4765034
921	39.41119001
922	52.8469446
923	50.976816
924	40.57099709
925	33.18513534
926	32.83233074
927	38.7342726
928	54.4132064
929	50.33213784
930	49.2850348
931	38.73150179
932	78.579956
933	46.45117774
934	34.97640919
935	41.9328684
936	44.3910204
937	45.15962311
938	39.2501293
939	42.1672964
940	46.6466
941	39.49459466
942	48.98472725
943	55.67409994
944	30.64057499
945	40.3663508
946	38.55290692
947	41.7635064
948	34.56295657
949	23.99671571
950	31.3696104
951	33.1597848
952	51.681112
953	66.51776279
954	28.1762052
955	44.62533296
956	34.92094621
957	36.5730876
958	30.15663724
959	22.48817639
960	28.26925049
961	35.70641731
962	45.1336698
963	43.2454574
964	27.37488
965	35.901959
966	33.6968136
967	40.15242
968	46.4014698
969	38.69979929
970	39.41692
971	31.4268596
972	15.7534107
973	37.6087392
974	31.234704
975	47.62519231
976	79.40290564
977	42.75844882
978	84.202069
979	18.3392795
980	72.03382994
981	70.3766518
982	39.54606525
983	32.445249
984	56.648513
985	72.79294882
986	46.03609022
987	36.756995
988	23.3300616
989	34.1806273
990	39.407634
991	53.11474754
992	45.136368
993	24.548476
994	29.93292372
995	37.6318662
996	28.46186854
997	30.3846752
998	37.52595378
999	34.72462753
1000	27.69742209
1001	22.1711391
1002	25.72892878
1003	18.9269888
1004	25.8957576
1005	30.0647958
1006	35.31752659
1007	25.40774358
1008	21.75454024
1009	20.1030648
1010	20.5047548
1011	32.545512
1012	22.8433758
1013	40.6659388
1014	25.72847843
1015	27.80842543
1016	38.69635048
1017	29.38350809
1018	32.1454224
1019	30.3916032
1020	30.2425206
1021	41.3689756
1022	41.6833536
1023	44.59362891
1024	32.42205
1025	36.1233054
1026	44.1922536
1027	27.647016
1028	55.31923492
1029	45.78081012
1030	49.65625339
1031	34.9808584
1032	35.1443364
1033	45.71709924
1034	33.95162697
1035	32.6979
1036	49.4513646
1037	30.50949878
1038	44.42935003
1039	37.90415852
1040	31.64734478
1041	34.5355586
1042	29.3986
1043	58.1573558
1044	49.6806937
1045	51.00864621
1046	51.1240016
1047	55.93773546
1048	40.72572219
1049	51.41552574
1050	52.93685748
1051	34.2530188
1052	42.60594958
1053	51.44684915
1054	43.39613851
1055	52.79708
1056	49.96319002
1057	40.57688413
1058	47.5708472
1059	71.2166
1060	54.49937676
1061	38.5342096
1062	33.3748884
1063	54.2887826
1064	47.4199488
1065	56.74855089
1066	72.566065
1067	42.8615264
1068	48.554098
1069	55.854422
1070	43.4427837
1071	50.30461227
1072	58.0957824
1073	68.9865778
1074	40.9740188
1075	9.2066625
1076	46.8911484
1077	79.6383264
1078	71.1187776
1079	61.83265135
1080	83.6235856
1081	46.07457557
1082	52.8741424
1083	69.15974516
1084	89.637502
1085	68.574657
1086	71.922892
1087	76.7439792
1088	63.11178698
1089	77.51387014
1090	99.61671673
1091	38.2722872
1092	13.1418412
1093	25.157444
1094	24.5891128
1095	35.8488138
1096	63.6258016
1097	89.13471968
1098	67.63747801
1099	73.81514422
1100	75.38847988
1101	78.30785685
1102	87.19864119
1103	106.2953116
1104	55.879884
1105	67.103868
1106	68.68969369
1107	69.88530822
1108	70.1554608
1109	51.01964195
1110	93.432844
1111	65.76585042
1112	157.1276589
1113	91.3028564
1114	66.9041184
1115	114.4250292
1116	69.24132492
1117	65.5566912
1118	82.37395128
1119	57.982452
1120	61.40156466
1121	121.0848616
1122	71.5935582
1123	85.97223794
1124	64.60783219
1125	63.02391931
1126	74.64775608
1127	89.1099363
1128	68.2847368
1129	65.3181369
1130	68.55420211
1131	71.4161998
1132	55.23705065
1133	83.8236841
1134	86.87628686
1135	113.7452048
1136	66.87825079
1137	80.003272
1138	69.321231
1139	91.07553209
1140	69.059925
1141	65.08034143
1142	61.02798082
1143	62.418057
1144	65.10899789
1145	60.176952
1146	86.7267772
1147	71.3126232
1148	91.0882192
1149	73.092059
1150	80.842256
1151	67.8214484
1152	80.45504846
1153	84.49578851
1154	74.200544
1155	72.712214
1156	125.6866161
1157	117.1461512
1158	95.44839324
1159	76.57576474
1160	80.31407012
1161	100.5675827
1162	59.12883908
1163	66.22556125
1164	63.774375
1165	55.4358618
1166	76.0156428
1167	69.717384
1168	85.32441021
1169	101.1058258
1170	75.6194136
1171	62.486255
1172	69.046767
1173	116.51185
1174	76.20647799
1175	89.3537764
1176	60.36665383
1177	54.54682636
1178	97.16020316
1179	95.1013878
1180	69.2917938
1181	84.4461342
1182	105.1845414
1183	96.920824
1184	91.0154556
1185	105.0400392
1186	71.1468772
1187	74.01369182
1188	68.4145744
1189	72.4163136
1190	63.0638952
1191	68.003166
1192	46.0830928
1193	95.8687406
1194	90.02072774
1195	59.1141124
1196	50.86515105
1197	63.08473831
1198	69.6603796
1199	61.15572
1200	97.7704
1201	60.63192823
1202	81.6825152
1203	63.50250612
1204	61.39201823
1205	89.8280568
1206	63.38742262
1207	74.0354202
1208	81.0013858
1209	101.8073021
1210	83.87248227
1211	48.7276136
1212	83.76472013
1213	67.8502852
1214	73.59300079
1215	88.03923016
1216	110.8277002
1217	99.90728855
1218	130.8054064
1219	86.2520324
1220	78.3424066
1221	110.3706807
1222	102.0410699
1223	87.60349014
1224	54.9131008
1225	92.576291
1226	92.44625469
1227	148.573546
1228	97.52102486
1229	73.17731466
1230	82.7395496
1231	115.6349994
1232	121.9488573
1233	142.2104964
1234	134.2297938
1235	90.82477
1236	129.3702875
1237	107.4692032
1238	117.641547
1239	84.6723662
1240	79.2783468
1241	99.66171666
1242	88.8575482
1243	92.3805756
1244	115.8711786
1245	74.67
1246	64.11033645
1247	96.886584
1248	104.4976052
1249	118.0421309
1250	95.947915
1251	102.8728426
1252	133.5256783
1253	97.7054274
1254	125.9144259
1255	133.3194752
1256	93.14995633
1257	87.05209267
1258	104.31096
1259	96.40352
1260	70.92454962
1261	70.51476361
1262	90.53591694
1263	95.89836
1264	61.62292318
1265	124.1873416
1266	78.9383516
1267	82.74991687
1268	100.167336
1269	58.93343252
1270	77.102766
1271	94.1343732
1272	108.7132872
1273	106.1691096
1274	71.09843973
1275	153.6412311
1276	97.48209114
1277	107.9414399
1278	95.034624
1279	92.824281
1280	85.14345999
1281	127.5147122
1282	84.0385368
1283	59.1955276
1284	79.909479
1285	85.55175466
1286	102.7599835
1287	68.2040216
1288	152.9313582
1289	70.8340104
1290	87.97297605
1291	108.088549
1292	81.037704
1293	64.7980056
1294	43.998748
1295	90.85915035
1296	65.64482418
1297	158.7807753
1298	139.0517931
1299	92.808184
1300	105.3922898
1301	112.5447376
1302	127.8068471
1303	223.3197481
1304	393.532208
1305	742.1176659
1306	197.8444887
1307	163.3570765
1308	136.9489675
1309	130.6356494
1310	94.16084018
1311	92.1040176
1312	84.10685393
1313	105.9592879
1314	81.7211298
1315	35.5193598
1316	125.2042328
1317	138.4302528
1318	129.4280208
1319	96.98556418
1320	86.2936038
1321	97.82528
1322	103.3958211
1323	107.57266
1324	84.3799404
1325	102.480982
1326	70.1043098
1327	16.4074946
1328	132.9945972
1329	93.1182756
1330	126.5897055
1331	114.8354445
1332	129.3551805
1333	67.9142232
1334	81.78062727
1335	118.1692949
1336	115.784485
1337	110.3412544
1338	110.329437
1339	111.9108728
1340	117.4238909
1341	130.0431565
1342	250.151484
1343	96.36967491
1344	106.624644
1345	38.1654702
1346	16.825238
1347	54.0965412
1348	85.23468
1349	75.7787976
1350	57.1878737
1351	130.330809
1352	103.049694
1353	128.345774
1354	131.9148857
1355	225.1725117
1356	221.9557285
1357	116.9693906
1358	100.838252
1359	86.61509806
1360	106.8308544
1361	136.6890355
1362	104.5123656
1363	126.4367604
1364	130.1866196
1365	101.912688
1366	144.9895918
1367	159.0160951
1368	99.1228428
1369	106.0411289
1370	123.424128
1371	126.381112
1372	95.27949858
1373	125.3858835
1374	87.13366155
1375	79.87607956
1376	140.271816
1377	86.1433774
1378	125.5184996
1379	78.3122068
1380	89.65354093
1381	106.88022
1382	79.13334255
1383	93.41207903
1384	87.53302366
1385	90.812026
1386	90.62041287
1387	106.0933248
1388	109.4786536
1389	130.9869497
1390	102.815244
1391	99.992256
1392	103.3861022
1393	118.3724907
1394	111.8900227
1395	87.3692592
1396	92.54892692
1397	88.47948156
1398	101.26732
1399	102.7031724
1400	121.9667456
1401	107.4877014
1402	87.6242128
1403	136.8770973
1404	114.0218129
1405	89.3255284
1406	146.29041
1407	97.79311832
1408	116.1701958
1409	87.234012
1410	142.5789591
1411	148.8185567
1412	132.2043507
1413	123.9560316
1414	132.8281691
1415	140.8596
1416	124.3630642
1417	93.67112706
1418	133.725312
1419	126.741379
1420	159.2123558
1421	157.5431604
1422	136.8244575
1423	129.7335678
1424	134.3104756
1425	141.8005183
1426	135.8635233
1427	141.1736383
1428	157.8874132
1429	150.95457
1430	114.1006727
1431	138.452224
1432	114.2407079
1433	97.71709833
1434	110.6445784
1435	125.2626474
1436	109.5076992
1437	108.9326567
1438	104.3667156
1439	115.1843133
1440	98.05363159
1441	109.7880977
1442	117.4503747
1443	103.316473
1444	94.61023765
1445	122.43954
1446	105.0509274
1447	74.8924082
1448	136.3541045
1449	173.2995436
1450	105.4778733
1451	111.6510998
1452	117.1937572
1453	103.4895681
1454	117.2057744
1455	113.6403244
1456	106.5615208
1457	87.44232137
1458	92.09950749
1459	154.241667
1460	151.3081197
1461	146.0896366
1462	137.4378068
1463	150.658174
1464	176.355804
1465	94.1338492
1466	157.567417
1467	88.05657565
1468	100.5034499
1469	164.1982247
1470	144.6850089
1471	87.44640481
1472	95.03654269
1473	164.478984
1474	129.508344
1475	70.2865274
1476	88.09431774
1477	129.9833656
1478	115.1125941
1479	134.558172
1480	125.9253272
1481	95.4645728
1482	159.2062093
1483	161.2125371
1484	132.279448
1485	94.36082284
1486	113.2988173
1487	147.4231518
1488	198.281196
1489	225.11268
1490	183.997268
1491	172.7168187
1492	196.367724
1493	134.2116648
1494	156.981538
1495	192.7395488
1496	135.613236
1497	369.440106
1498	277.357604
1499	196.648928
1500	193.2896411
1501	114.6718545
1502	212.936768
1503	131.3869311
1504	169.7668732
1505	189.1966978
1506	154.0659516
1507	149.003856
1508	102.7747886
1509	117.1523928
1510	212.4414086
1511	127.4532897
1512	153.3857736
1513	163.6647312
1514	362.72197
1515	294.4495342
1516	579.2177702
1517	678.4613577
1518	291.362274
1519	301.0517441
1520	297.3333272
1521	264.532968
1522	209.4377005
1523	257.0123973
1524	302.4199228
1525	166.640944
1526	178.910986
1527	188.0824075
1528	143.4072984
1529	200.3120901
1530	216.3793252
1531	153.8647509
1532	275.8839982
1533	258.5327303
1534	205.441944
1535	174.3995769
1536	233.4723062
1537	257.7041987
1538	283.7563729
1539	333.5944512
1540	294.0384115
1541	258.0230602
1542	346.88385
1543	470.628677
1544	306.1144298
1545	159.9620134
1546	211.6377038
1547	233.040048
1548	459.37712
1549	288.720666
1550	199.104402
1551	282.228228
1552	193.9495383
1553	222.7332356
1554	142.1745908
1555	130.801302
1556	211.5906561
1557	157.5119824
1558	163.862426
1559	185.9351
1560	174.09011
1561	153.044397
1562	235.2180847
1563	205.828248
1564	144.3936848
1565	125.6486545
1566	173.8734047
1567	158.2842049
1568	144.089995
1569	120.176959
1570	128.0591141
1571	202.984768
1572	129.0273306
1573	121.27654
1574	120.880332
1575	222.8246758
1576	182.868954
1577	109.9814928
1578	35.92161
1579	188.8010428
1580	221.078596
1581	168.364004
1582	218.0823897
1583	145.4459114
1584	134.790384
1585	182.114194
1586	178.37469
1587	179.050148
1588	162.4632795
1589	190.991246
1590	205.0933434
1591	179.5032179
1592	173.42627
1593	187.205612
1594	205.758448
1595	145.4228432
1596	162.6988575
1597	35.355187
1598	104.6960576
1599	130.7638068
1600	106.6327847
1601	170.356904
1602	267.34468
1603	195.145
1604	273.4008981
1605	213.30771
1606	292.152834
1607	249.5718
1608	228.481106
1609	327.1241812
1610	261.290272
1611	205.6863238
1612	261.8935657
1613	294.0445516
1614	287.30169
1615	228.2410873
1616	201.8450459
1617	260.332488
1618	290.645884
1619	212.420688
1620	261.36334
1621	196.764316
1622	209.6332779
1623	243.0446761
1624	284.42976
1625	275.69152
1626	196.693736
1627	210.34144
1628	174.773578
1629	273.04826
1630	190.8540088
1631	177.4043136
1632	209.8710591
1633	165.844736
1634	148.722
1635	220.6441552
1636	183.0273595
1637	238.47872
1638	182.2000171
1639	221.241508
1640	175.966228
1641	209.432976
1642	176.2360575
1643	214.2408101
1644	201.6366913
1645	149.129874
1646	217.4571003
1647	189.2338702
1648	226.227144
1649	217.02024
1650	160.027632
1651	154.4101906
1652	174.5260844
1653	236.37795
1654	276.4223497
1655	137.537472
1656	246.5297213
1657	194.9397422
1658	196.293102
1659	157.592448
1660	188.2464381
1661	162.44307
1662	259.062813
1663	154.50534
1664	177.060226
1665	184.8813825
1666	250.340896
1667	256.7914553
1668	188.7782736
1669	277.650352
1670	221.1972933
1671	471.83024
1672	515.0285518
1673	334.1167157
1674	723.017328
1675	391.391026
1676	361.9924
1677	351.2751151
1678	244.2452505
1679	223.46832
1680	294.4125784
1681	366.2807667
1682	343.722964
1683	438.74087
1684	309.962914
1685	329.1976913
1686	314.435846
1687	317.866494
1688	242.2290155
1689	229.4149015
1690	253.3132073
1691	319.6088474
1692	249.42969
1693	210.712656
1694	198.7715496
1695	255.319726
1696	213.1246525
1697	185.695614
1698	169.294962
1699	268.2279384
1700	268.2145584
1701	350.079016
1702	293.11825
1703	195.0724948
