i	RTT-Clipped(i)
518	-4.117606014
519	-17.88239399
520	47.75383859
521	-69.75383859
522	34.91152977
523	-56.91152977
524	2.029891979
525	-24.02989198
526	84.19781661
527	-73.19781661
528	18.69228338
529	-18.69228338
530	90.77145894
531	-90.77145894
532	30.68852787
533	-30.68852787
534	50.1082378
535	-50.1082378
536	79.3559716
537	-79.3559716
538	98.24290873
539	-98.24290873
540	52.64494304
541	-52.64494304
542	21.80044159
543	-21.80044159
544	86.63368566
545	-86.63368566
546	55.41702181
547	-55.41702181
548	93.33456889
549	-93.33456889
550	24.47326325
551	-24.47326325
552	75.93268754
553	-75.93268754
554	70.92469572
555	-70.92469572
556	91.03751961
557	-91.03751961
558	11.79342711
559	-11.79342711
560	37.28248664
561	-37.28248664
562	55.77410998
563	-55.77410998
564	67.26847414
565	-67.26847414
566	31.45039319
567	-31.45039319
568	54.02609228
569	-54.02609228
570	61.64347288
571	-61.64347288
572	7.322616485
573	-7.322616485
574	37.95140941
575	-37.95140941
576	26.23591746
577	-26.23591746
578	37.54471344
579	-37.54471344
580	63.30633978
581	-63.30633978
582	64.8511312
583	-64.8511312
584	4.345329525
585	-4.345329525
586	14.84185894
587	-14.84185894
588	58.32501542
589	-58.32501542
590	57.64077899
591	-57.64077899
592	7.918194087
593	-7.918194087
594	80.62240492
595	-80.62240492
596	78.55298034
597	-78.55298034
598	90.5709708
599	-90.5709708
600	8.522035462
601	-8.522035462
602	38.84755381
603	-38.84755381
604	44.51606619
605	-44.51606619
606	72.43386732
607	-72.43386732
608	69.09205408
609	-69.09205408
610	8.049014393
611	-8.049014393
612	67.55319709
613	-67.55319709
614	90.05050828
615	-90.05050828
616	69.34688831
617	-69.34688831
618	25.77926276
619	-25.77926276
620	64.07482612
621	-64.07482612
622	10.64143467
623	-10.64143467
624	79.16237252
625	-79.16237252
626	56.00068735
627	-56.00068735
628	59.46663348
629	-59.46663348
630	92.46019818
631	-92.46019818
632	52.53811403
633	-52.53811403
634	44.05278581
635	-44.05278581
636	31.71271871
637	-31.71271871
638	90.63946096
639	-90.63946096
640	95.49802001
641	-95.49802001
642	85.00547518
643	-85.00547518
644	77.48157502
645	-77.48157502
646	18.60201543
647	-18.60201543
648	92.62353336
649	-92.62353336
650	40.97020284
651	-40.97020284
652	12.19925122
653	-12.19925122
654	41.3365092
655	-41.3365092
656	91.33335701
657	-91.33335701
658	71.55917593
659	-71.55917593
660	39.96299257
661	-39.96299257
662	35.65675328
663	-35.65675328
664	91.93981655
665	-91.93981655
666	2.567008183
667	-2.567008183
668	36.37229544
669	-36.37229544
670	99.55801607
671	-99.55801607
672	69.62680771
673	-69.62680771
674	30.75768377
675	-30.75768377
676	87.53568423
677	-87.53568423
678	66.71963206
679	-66.71963206
680	47.2072198
681	-47.2072198
682	83.52236122
683	-83.52236122
684	53.08044137
685	-53.08044137
686	50.9505894
687	-50.9505894
688	39.95253576
689	-39.95253576
690	87.04602595
691	-87.04602595
692	49.61457
693	-49.61457
694	35.07553327
695	-35.07553327
696	5.416115886
697	-5.416115886
698	81.97382482
699	-81.97382482
700	24.62219656
701	-24.62219656
702	81.0761123
703	-81.0761123
704	24.09107916
705	-16.09107916
706	90.75660001
707	-82.75660001
708	24.82352872
709	-42.82352872
710	38.71675742
711	-56.71675742
712	38.9010011
713	-56.9010011
714	18.079998
715	-36.079998
716	-7.298789291
717	-10.70121071
718	18.30511642
719	-36.30511642
720	85.17664468
721	-103.1766447
722	7.941220576
723	-25.94122058
724	19.70145317
725	-37.70145317
726	4.342168483
727	-22.34216848
728	81.21369526
729	-99.21369526
730	75.79400467
731	-93.79400467
732	-4.648642119
733	-13.35135788
734	74.52972051
735	-92.52972051
736	-0.888758172
737	-17.11124183
738	44.91573683
739	-62.91573683
740	22.9072327
741	-40.9072327
742	41.77459096
743	-59.77459096
744	21.8449203
745	-39.8449203
746	64.51175991
747	-82.51175991
748	52.55156305
749	-70.55156305
750	37.42805262
751	-55.42805262
752	-0.931197253
753	-17.06880275
754	20.20148736
755	-38.20148736
756	48.92378827
757	-66.92378827
758	42.06483529
759	-60.06483529
760	43.04723073
761	-61.04723073
762	4.206165029
763	-22.20616503
764	45.62489357
765	-63.62489357
766	76.37797815
767	-94.37797815
768	57.34349031
769	-75.34349031
770	25.32086325
771	-43.32086325
772	15.06108516
773	-33.06108516
774	33.0615506
775	-51.0615506
776	31.86284454
777	-49.86284454
778	23.49549916
779	-41.49549916
780	2.914406007
781	-20.91440601
782	50.82733753
783	-68.82733753
784	76.61820321
785	-94.61820321
786	29.41683158
787	-47.41683158
788	28.44609964
789	-46.44609964
790	-1.358077227
791	-16.64192277
792	49.92745762
793	-67.92745762
794	11.52600752
795	-29.52600752
796	58.59912772
797	-76.59912772
798	26.3892947
799	-44.3892947
800	39.03724159
801	-57.03724159
802	68.31820875
803	-86.31820875
804	44.85590423
805	-62.85590423
806	21.98642376
807	-39.98642376
808	71.89959325
809	-89.89959325
810	60.62950164
811	-78.62950164
812	-8.583209218
813	-9.416790782
814	21.70287634
815	-39.70287634
816	12.91430153
817	-30.91430153
818	59.79663341
819	-77.79663341
820	42.7982014
821	-60.7982014
822	77.34975285
823	-95.34975285
824	50.13855058
825	-68.13855058
826	33.70634082
827	-51.70634082
828	46.54446998
829	-64.54446998
830	40.30175185
831	-58.30175185
832	3.562732058
833	-21.56273206
834	71.52990634
835	-89.52990634
836	33.23841149
837	-51.23841149
838	47.57728531
839	-65.57728531
840	43.57795746
841	-61.57795746
842	82.08038026
843	-100.0803803
844	14.87983015
845	-32.87983015
846	51.34477619
847	-69.34477619
848	-2.710526501
849	-15.2894735
850	73.55659161
851	-91.55659161
852	31.74987099
853	-49.74987099
854	64.75276849
855	-82.75276849
856	38.88891391
857	-56.88891391
858	1.080532639
859	-19.08053264
860	90.5755645
861	-108.5755645
862	75.66675805
863	-93.66675805
864	81.5123208
865	-99.5123208
866	21.24692462
867	-39.24692462
868	22.08933151
869	-40.08933151
870	30.43940328
871	-48.43940328
872	80.93340465
873	-98.93340465
874	16.54858861
875	-34.54858861
876	85.22154597
877	-103.221546
878	77.4557058
879	-95.4557058
880	66.8720351
881	-68.8720351
882	58.59323626
883	-44.59323626
884	91.13096031
885	-93.13096031
886	42.95586762
887	-44.95586762
888	95.80765724
889	-97.80765724
890	24.58084564
891	-26.58084564
892	79.31201964
893	-81.31201964
894	67.8696728
895	-69.8696728
896	64.4761759
897	-66.4761759
898	46.68981842
899	-48.68981842
900	88.18788973
901	-90.18788973
902	7.769246546
903	-9.769246546
904	53.62793106
905	-55.62793106
906	21.80689599
907	-23.80689599
908	70.94691954
909	-72.94691954
910	1.311359618
911	-3.311359618
912	25.56798773
913	-27.56798773
914	79.437139
915	-81.437139
916	71.70597351
917	-73.70597351
918	66.41986725
919	-68.41986725
920	20.1766573
921	-22.1766573
922	62.88718872
923	-64.88718872
924	87.83581781
925	-89.83581781
926	77.35494279
927	-79.35494279
928	98.18531401
929	-100.185314
930	56.10647391
931	-58.10647391
932	70.99392507
933	-72.99392507
934	45.8661307
935	-47.8661307
936	87.20703645
937	-89.20703645
938	56.29933193
939	-58.29933193
940	6.940125481
941	-8.940125481
942	0.739563419
943	-2.739563419
944	2.448673383
945	-4.448673383
946	93.04937419
947	-95.04937419
948	28.6958546
949	-30.6958546
950	58.14315482
951	-60.14315482
952	95.25886512
953	-97.25886512
954	36.13692439
955	-38.13692439
956	46.24008124
957	-48.24008124
958	30.76941952
959	-32.76941952
960	61.83309006
961	-63.83309006
962	94.85823848
963	-96.85823848
964	50.69024523
965	-52.69024523
966	23.29848684
967	-25.29848684
968	74.66355306
969	-76.66355306
970	23.41324546
971	-25.41324546
972	-0.813192816
973	-1.186807184
974	28.62572032
975	-30.62572032
976	22.49818683
977	-24.49818683
978	93.47718421
979	-95.47718421
980	9.289165249
981	-11.28916525
982	45.08055043
983	-47.08055043
984	15.39219854
985	-17.39219854
986	67.51839255
987	-69.51839255
988	53.0507469
989	-55.0507469
990	79.57781517
991	-81.57781517
992	72.4551401
993	-74.4551401
994	82.76324899
995	-84.76324899
996	66.49833648
997	-68.49833648
998	7.688031809
999	-9.688031809
1000	83.28123995
1001	-85.28123995
1002	70.22667124
1003	-72.22667124
1004	49.26132109
1005	-51.26132109
1006	33.69291032
1007	-35.69291032
1008	27.27642283
1009	-29.27642283
1010	7.906047642
1011	-9.906047642
1012	10.1233896
1013	-12.1233896
1014	98.72630183
1015	-100.7263018
1016	36.65745368
1017	-38.65745368
1018	8.499887568
1019	-10.49988757
1020	11.39928005
1021	-13.39928005
1022	13.64012887
1023	-15.64012887
1024	39.36149941
1025	-41.36149941
1026	98.14906631
1027	-100.1490663
1028	69.75927496
1029	-71.75927496
1030	38.97625687
1031	-40.97625687
1032	56.35762925
1033	-58.35762925
1034	28.02781217
1035	-30.02781217
1036	56.91385143
1037	-58.91385143
1038	49.68686515
1039	-51.68686515
1040	66.69759984
1041	-68.69759984
1042	83.46239248
1043	-85.46239248
1044	70.06705877
1045	-72.06705877
1046	6.094310555
1047	-8.094310555
1048	68.84952123
1049	-70.84952123
1050	36.39291382
1051	-38.39291382
1052	24.5230654
1053	-26.5230654
1054	0.56434922
1055	-2.56434922
1056	4.203499739
1057	-6.203499739
1058	64.95965663
1059	-50.95965663
1060	33.77872914
1061	-21.77872914
1062	62.31550221
1063	-52.31550221
1064	8.789666696
1065	1.210333304
1066	102.0039869
1067	-92.00398692
1068	15.60356474
1069	-5.603564736
1070	69.16966045
1071	-59.16966045
1072	66.74971929
1073	-56.74971929
1074	59.62622538
1075	-49.62622538
1076	28.85895076
1077	-18.85895076
1078	88.70056865
1079	-78.70056865
1080	95.69364498
1081	-85.69364498
1082	20.92450959
1083	-10.92450959
1084	101.766961
1085	-91.76696099
1086	68.74345266
1087	-58.74345266
1088	57.87134369
1089	-47.87134369
1090	36.0685036
1091	-26.0685036
1092	9.3226402
1093	0.6773598
1094	18.76284604
1095	-8.762846038
1096	99.68115164
1097	-89.68115164
1098	92.89225097
1099	-82.89225097
1100	91.1986057
1101	-81.1986057
1102	67.74283346
1103	-57.74283346
1104	98.55314947
1105	-88.55314947
1106	97.80387703
1107	-87.80387703
1108	43.7442586
1109	-33.7442586
1110	99.45512491
1111	-89.45512491
1112	76.55081377
1113	-66.55081377
1114	102.8810573
1115	-92.8810573
1116	98.16842413
1117	-88.16842413
1118	66.23912676
1119	-56.23912676
1120	98.78303865
1121	-88.78303865
1122	39.56552097
1123	-29.56552097
1124	91.10320272
1125	-81.10320272
1126	54.28619636
1127	-44.28619636
1128	97.98847638
1129	-87.98847638
1130	102.2314831
1131	-92.23148306
1132	56.74163444
1133	-46.74163444
1134	67.30319729
1135	-57.30319729
1136	38.07400608
1137	-28.07400608
1138	8.031407973
1139	1.968592027
1140	64.61823286
1141	-54.61823286
1142	22.45497727
1143	-12.45497727
1144	93.13227461
1145	-83.13227461
1146	45.7673726
1147	-35.7673726
1148	31.06420916
1149	-21.06420916
1150	81.85848012
1151	-71.85848012
1152	33.55666435
1153	-23.55666435
1154	104.256326
1155	-94.25632598
1156	42.53191069
1157	-32.53191069
1158	33.01001475
1159	-23.01001475
1160	9.428037352
1161	0.571962648
1162	55.97805788
1163	-45.97805788
1164	104.5804092
1165	-94.58040921
1166	5.225410221
1167	4.774589779
1168	51.32008955
1169	-41.32008955
1170	41.98464602
1171	-31.98464602
1172	95.21879119
1173	-85.21879119
1174	86.60324942
1175	-76.60324942
1176	9.379615418
1177	0.620384582
1178	46.73588994
1179	-36.73588994
1180	98.8676852
1181	-88.8676852
1182	71.18068974
1183	-61.18068974
1184	30.8236913
1185	-20.8236913
1186	49.10284438
1187	-39.10284438
1188	62.92878212
1189	-52.92878212
1190	88.48431784
1191	-78.48431784
1192	51.32492136
1193	-41.32492136
1194	15.73899989
1195	-5.738999889
1196	35.29087701
1197	-25.29087701
1198	10.6140985
1199	-0.614098505
1200	37.28675808
1201	-27.28675808
1202	63.56570827
1203	-53.56570827
1204	25.06637588
1205	-15.06637588
1206	62.00625561
1207	-52.00625561
1208	81.99366171
1209	-71.99366171
1210	16.78338012
1211	-6.783380122
1212	35.40870959
1213	-25.40870959
1214	31.68096489
1215	-21.68096489
1216	7.585478798
1217	2.414521202
1218	77.1313638
1219	-67.1313638
1220	58.31194489
1221	-48.31194489
1222	21.54353079
1223	-11.54353079
1224	13.94908389
1225	-3.949083891
1226	90.62814189
1227	-80.62814189
1228	26.42976992
1229	-16.42976992
1230	90.988432
1231	-80.988432
1232	1.008356991
1233	-9.008356991
1234	82.01055942
1235	-90.01055942
1236	83.43476622
1237	-101.4347662
1238	40.81148463
1239	-58.81148463
1240	50.1573534
1241	-68.1573534
1242	63.35114108
1243	-81.35114108
1244	18.21469206
1245	-36.21469206
1246	70.77284233
1247	-88.77284233
1248	74.22671873
1249	-92.22671873
1250	8.786522222
1251	-26.78652222
1252	8.376938853
1253	-26.37693885
1254	52.91894363
1255	-70.91894363
1256	41.51608487
1257	-59.51608487
1258	77.36640096
1259	-95.36640096
1260	0.99130725
1261	-18.99130725
1262	36.57670472
1263	-54.57670472
1264	22.5215383
1265	-40.5215383
1266	39.59680535
1267	-57.59680535
1268	72.14795393
1269	-90.14795393
1270	45.5079667
1271	-63.5079667
1272	89.20484275
1273	-107.2048427
1274	84.15659585
1275	-102.1565959
1276	-0.003069956
1277	-17.99693004
1278	5.771115336
1279	-23.77111534
1280	62.44875668
1281	-80.44875668
1282	58.20658788
1283	-76.20658788
1284	27.89168352
1285	-45.89168352
1286	45.50520242
1287	-63.50520242
1288	-7.735140234
1289	-10.26485977
1290	1.532724378
1291	-19.53272438
1292	1.606321328
1293	-19.60632133
1294	64.34788916
1295	-82.34788916
1296	33.89458305
1297	-51.89458305
1298	26.7555124
1299	-44.7555124
1300	10.52136355
1301	-28.52136355
1302	6.707421275
1303	-24.70742127
1304	64.83299936
1305	-82.83299936
1306	6.438392348
1307	-24.43839235
1308	43.59795236
1309	-61.59795236
1310	46.24652001
1311	-64.24652001
1312	59.64620292
1313	-77.64620292
1314	35.2168571
1315	-53.2168571
1316	83.13910507
1317	-101.1391051
1318	89.79630286
1319	-107.7963029
1320	85.17465196
1321	-103.174652
1322	71.24477083
1323	-89.24477083
1324	56.93291324
1325	-74.93291324
1326	4.353542665
1327	-22.35354266
1328	42.9900718
1329	-60.9900718
1330	3.094645871
1331	-21.09464587
1332	31.75522885
1333	-49.75522885
1334	1.45171923
1335	-19.45171923
1336	4.762114553
1337	-22.76211455
1338	65.02075367
1339	-83.02075367
1340	43.58861576
1341	-61.58861576
1342	50.78773351
1343	-68.78773351
1344	80.94556428
1345	-98.94556428
1346	15.82482759
1347	-33.82482759
1348	54.20045324
1349	-72.20045324
1350	9.543724264
1351	-27.54372426
1352	22.07503982
1353	-40.07503982
1354	25.35629526
1355	-43.35629526
1356	29.52282076
1357	-47.52282076
1358	9.365861712
1359	-27.36586171
1360	-2.345363854
1361	-15.65463615
1362	17.39933112
1363	-35.39933112
1364	4.698032958
1365	-22.69803296
1366	31.3572731
1367	-49.3572731
1368	62.75682852
1369	-80.75682852
1370	90.2910698
1371	-108.2910698
1372	60.32079552
1373	-78.32079552
1374	37.64622346
1375	-55.64622346
1376	73.80806834
1377	-91.80806834
1378	7.881389749
1379	-25.88138975
1380	61.370738
1381	-79.370738
1382	40.85404031
1383	-58.85404031
1384	-4.373216985
1385	-13.62678302
1386	81.5775373
1387	-99.5775373
1388	-0.991925959
1389	-17.00807404
1390	9.097100787
1391	-27.09710079
1392	47.09668122
1393	-65.09668122
1394	82.62245852
1395	-100.6224585
1396	30.78520807
1397	-48.78520807
1398	9.975750158
1399	-27.97575016
1400	45.62700401
1401	-63.62700401
1402	89.22269534
1403	-107.2226953
1404	10.58020605
1405	-28.58020605
1406	49.15461509
1407	-67.15461509
1408	45.61412561
1409	-63.61412561
1410	87.39812577
1411	-94.39812577
1412	30.12519687
1413	-17.12519687
1414	90.52047565
1415	-68.52047565
1416	74.23982876
1417	-52.23982876
1418	94.38641276
1419	-72.38641276
1420	73.30022577
1421	-51.30022577
1422	110.3808915
1423	-88.38089146
1424	70.37383163
1425	-48.37383163
1426	69.32958997
1427	-47.32958997
1428	104.1902514
1429	-82.19025139
1430	95.54304563
1431	-73.54304563
1432	47.33942817
1433	-25.33942817
1434	99.72313457
1435	-77.72313457
1436	103.5894486
1437	-81.58944857
1438	109.992712
1439	-87.99271201
1440	41.24657169
1441	-19.24657169
1442	98.35930994
1443	-76.35930994
1444	110.0366494
1445	-88.03664945
1446	34.25365729
1447	-12.25365729
1448	61.65184196
1449	-39.65184196
1450	54.26451789
1451	-32.26451789
1452	83.70151875
1453	-61.70151875
1454	24.9459848
1455	-2.945984801
1456	34.37462401
1457	-12.37462401
1458	50.38720519
1459	-28.38720519
1460	79.9083369
1461	-57.9083369
1462	102.1204487
1463	-80.12044871
1464	96.82947463
1465	-74.82947463
1466	15.21091299
1467	6.789087007
1468	78.12106271
1469	-56.12106271
1470	30.37186683
1471	-8.37186683
1472	87.5218342
1473	-65.5218342
1474	102.2412243
1475	-80.2412243
1476	25.50901784
1477	-3.509017843
1478	26.52826187
1479	-4.528261873
1480	76.26537504
1481	-54.26537504
1482	108.7098787
1483	-86.70987869
1484	37.44310417
1485	-15.44310417
1486	61.83455369
1487	-39.83455369
1488	104.5125218
1489	-82.51252176
1490	55.85120145
1491	-33.85120145
1492	26.76197404
1493	-4.761974045
1494	70.82914965
1495	-48.82914965
1496	70.73352367
1497	-48.73352367
1498	59.42159795
1499	-37.42159795
1500	74.1513438
1501	-52.1513438
1502	93.75444349
1503	-71.75444349
1504	45.04556188
1505	-23.04556188
1506	25.70402024
1507	-3.704020239
1508	99.14988877
1509	-77.14988877
1510	42.51322886
1511	-20.51322886
1512	30.88502111
1513	-8.885021106
1514	53.05733285
1515	-31.05733285
1516	82.14264159
1517	-60.14264159
1518	68.76726418
1519	-46.76726418
1520	92.25240123
1521	-70.25240123
1522	73.53756625
1523	-51.53756625
1524	34.43723326
1525	-12.43723326
1526	13.20269607
1527	8.79730393
1528	109.4449475
1529	-87.44494755
1530	59.64875787
1531	-37.64875787
1532	104.2714952
1533	-82.27149517
1534	93.00476826
1535	-71.00476826
1536	92.47240488
1537	-70.47240488
1538	20.09863014
1539	1.901369864
1540	67.08331994
1541	-45.08331994
1542	110.9319314
1543	-88.93193142
1544	100.6686131
1545	-78.66861311
1546	24.86506436
1547	-2.865064358
1548	24.95921193
1549	-2.95921193
1550	81.67609107
1551	-59.67609107
1552	32.27979808
1553	-10.27979808
1554	55.55104677
1555	-33.55104677
1556	33.44397087
1557	-11.44397087
1558	94.900678
1559	-72.900678
1560	93.95253068
1561	-71.95253068
1562	106.2908817
1563	-84.29088174
1564	63.86064848
1565	-41.86064848
1566	99.25736165
1567	-77.25736165
1568	90.38806779
1569	-68.38806779
1570	105.5826103
1571	-83.58261034
1572	75.91182475
1573	-53.91182475
1574	82.20279751
1575	-60.20279751
1576	33.60418964
1577	-11.60418964
