i____	mapcode
282	     -17.000
283	      -5.000
284	     -11.000
285	      -5.000
286	     -11.000
287	      -5.000
288	     -11.000
289	       5.000
290	     -21.000
291	      -6.000
292	     -10.000
293	       7.000
294	     -23.000
295	      -4.000
296	     -12.000
297	       5.000
298	     -21.000
299	      14.000
300	     -30.000
301	       2.000
302	     -18.000
303	      -4.000
304	     -12.000
305	       1.000
306	     -17.000
307	      11.000
308	     -27.000
309	       4.000
310	     -20.000
311	      -7.000
312	      -9.000
313	       1.000
314	     -17.000
315	      -8.000
316	      -8.000
317	      15.000
318	     -31.000
319	      10.000
320	     -26.000
321	      10.000
322	     -26.000
323	       7.000
324	     -23.000
325	      13.000
326	     -29.000
327	      36.000
328	     -10.000
329	       6.000
330	     -30.000
331	       8.000
332	     -32.000
333	      -3.000
334	     -21.000
335	      -4.000
336	     -20.000
337	     -11.000
338	     -13.000
339	     -10.000
340	     -14.000
341	     -12.000
342	     -12.000
343	      -8.000
344	     -16.000
345	      13.000
346	     -37.000
347	      12.000
348	     -36.000
349	       1.000
350	     -25.000
351	      11.000
352	     -35.000
353	      10.000
354	     -34.000
355	     -12.000
356	     -12.000
357	      -5.000
358	     -19.000
359	      -6.000
360	     -18.000
361	      -3.000
362	     -21.000
363	      12.000
364	     -36.000
365	      -3.000
366	     -21.000
367	       7.000
368	     -31.000
369	       5.000
370	     -29.000
371	      13.000
372	     -37.000
373	      14.000
374	     -38.000
375	      -3.000
376	     -21.000
377	      10.000
378	     -34.000
379	      -2.000
380	     -22.000
381	      -7.000
382	     -17.000
383	      -1.000
384	     -23.000
385	       8.000
386	     -32.000
387	       0.000
388	     -24.000
389	      -2.000
390	     -22.000
391	      13.000
392	     -37.000
393	      -9.000
394	     -15.000
395	     -10.000
396	     -14.000
397	      -7.000
398	     -17.000
399	      -6.000
400	     -18.000
401	     -10.000
402	     -14.000
403	      -6.000
404	     -18.000
405	      -4.000
406	     -20.000
407	      -9.000
408	     -15.000
409	      -6.000
410	     -18.000
411	       8.000
412	     -32.000
413	      -7.000
414	     -17.000
415	       0.000
416	     -24.000
417	      10.000
418	     -34.000
419	       4.000
420	     -28.000
421	      10.000
422	     -34.000
423	      -1.000
424	     -23.000
425	       7.000
426	      -5.000
427	       1.000
428	      -7.000
429	      19.000
430	     -25.000
431	      10.000
432	     -16.000
433	      19.000
434	     -25.000
435	       0.000
436	      -6.000
437	       8.000
438	     -14.000
439	      13.000
440	     -19.000
441	      21.000
442	     -27.000
443	       0.000
444	      -6.000
445	      21.000
446	     -27.000
447	       1.000
448	      -7.000
449	      19.000
450	     -25.000
451	      21.000
452	     -27.000
453	       1.000
454	      -7.000
455	      16.000
456	     -22.000
457	      16.000
458	     -22.000
459	      -3.000
460	      -3.000
461	      12.000
462	     -18.000
463	      -1.000
464	      -5.000
465	      19.000
466	     -25.000
467	       4.000
468	     -10.000
469	       0.000
470	      -6.000
471	      19.000
472	     -25.000
473	      12.000
474	     -18.000
475	      13.000
476	     -19.000
477	      18.000
478	     -24.000
479	      11.000
480	     -17.000
481	      11.000
482	     -17.000
483	       4.000
484	     -10.000
485	       7.000
486	     -13.000
487	       2.000
488	      -8.000
489	      22.000
490	     -28.000
491	       7.000
492	     -13.000
493	      23.000
494	     -29.000
495	       4.000
496	     -10.000
497	      17.000
498	     -23.000
499	      16.000
500	     -22.000
501	      16.000
502	     -22.000
503	      -2.000
504	      -4.000
505	      11.000
506	     -17.000
507	      22.000
508	     -28.000
509	      20.000
510	     -26.000
511	      17.000
512	     -23.000
513	      16.000
514	     -22.000
515	       7.000
516	     -13.000
517	      20.000
518	     -26.000
519	      10.000
520	     -16.000
521	      14.000
522	     -20.000
523	      21.000
524	     -27.000
525	      11.000
526	     -17.000
527	      20.000
528	     -26.000
529	      10.000
530	     -16.000
531	       6.000
532	     -12.000
533	       1.000
534	      -7.000
535	      21.000
536	     -27.000
537	       7.000
538	     -13.000
539	       8.000
540	     -14.000
541	      19.000
542	     -25.000
543	      24.000
544	     -16.000
545	      26.000
546	     -26.000
547	       7.000
548	      -7.000
549	       7.000
550	      -7.000
551	       7.000
552	      -7.000
553	       9.000
554	      -9.000
555	      25.000
556	     -25.000
557	      15.000
558	     -15.000
559	       2.000
560	      -2.000
561	       9.000
562	      -9.000
563	      16.000
564	     -16.000
565	       4.000
566	      -4.000
567	      19.000
568	     -19.000
569	      12.000
570	     -12.000
571	       2.000
572	      -2.000
573	      10.000
574	     -10.000
575	      22.000
576	     -22.000
577	      11.000
578	     -11.000
579	       4.000
580	      -4.000
581	      21.000
582	     -21.000
583	      21.000
584	     -21.000
585	       4.000
586	      -4.000
587	      17.000
588	     -17.000
589	      12.000
590	     -12.000
591	      17.000
592	     -17.000
593	      23.000
594	     -23.000
595	      19.000
596	     -19.000
597	       0.000
598	       0.000
599	      11.000
600	     -11.000
601	       0.000
602	       0.000
603	       3.000
604	      -3.000
605	      18.000
606	     -18.000
607	      14.000
608	     -14.000
609	       3.000
610	      -3.000
611	       6.000
612	      -6.000
613	      13.000
614	     -13.000
615	      25.000
616	     -25.000
617	      24.000
618	     -24.000
619	       5.000
620	      -5.000
621	      18.000
622	     -18.000
623	       1.000
624	      -1.000
625	      11.000
626	     -11.000
627	      22.000
628	     -22.000
629	      20.000
630	     -20.000
631	       3.000
632	      -3.000
633	       6.000
634	      -6.000
635	      24.000
636	     -24.000
637	       5.000
638	      -5.000
639	      26.000
640	     -26.000
641	      23.000
642	     -23.000
643	      22.000
644	     -22.000
645	      13.000
646	     -13.000
647	      14.000
648	       2.000
649	       2.000
650	     -12.000
651	       6.000
652	     -16.000
653	       9.000
654	     -19.000
655	       1.000
656	     -11.000
657	       8.000
658	     -18.000
659	      -5.000
660	      -5.000
661	       1.000
662	     -11.000
663	      21.000
664	     -31.000
665	       8.000
666	     -18.000
667	      11.000
668	     -21.000
669	       1.000
670	     -11.000
671	      10.000
672	     -20.000
673	      -2.000
674	      -8.000
675	      -5.000
676	      -5.000
677	      11.000
678	     -21.000
679	      -2.000
680	      -8.000
681	      -1.000
682	      -9.000
683	      21.000
684	     -31.000
685	      -4.000
686	      -6.000
687	      11.000
688	     -21.000
689	      13.000
690	     -23.000
691	      -2.000
692	      -8.000
693	       0.000
694	     -10.000
695	      17.000
696	     -27.000
697	       1.000
698	     -11.000
699	       0.000
700	     -10.000
701	       0.000
702	     -10.000
703	      15.000
704	     -25.000
705	      17.000
706	     -27.000
707	       6.000
708	     -16.000
709	       8.000
710	     -18.000
711	       5.000
712	     -15.000
713	      -4.000
714	      -6.000
715	      14.000
716	     -24.000
717	      18.000
718	     -28.000
719	      17.000
720	     -27.000
721	       3.000
722	     -13.000
723	      -5.000
724	      -5.000
725	       5.000
726	     -15.000
727	       0.000
728	     -10.000
729	       6.000
730	     -16.000
731	       8.000
732	     -18.000
733	      -2.000
734	      -8.000
735	      -1.000
736	      -9.000
737	       4.000
738	     -14.000
739	      20.000
740	     -30.000
741	      18.000
742	     -28.000
743	       7.000
744	     -17.000
745	      20.000
746	     -30.000
747	      20.000
748	     -30.000
749	      13.000
750	     -23.000
751	       3.000
752	     -13.000
753	       0.000
754	     -10.000
755	      11.000
756	     -21.000
757	      20.000
758	     -30.000
759	      12.000
760	     -22.000
761	       6.000
762	       0.000
763	      14.000
764	      -8.000
765	      20.000
766	     -14.000
767	      15.000
768	      -9.000
769	      22.000
770	     -16.000
771	      25.000
772	     -19.000
773	      22.000
774	     -16.000
775	      24.000
776	     -18.000
777	      14.000
778	      -8.000
779	      16.000
780	     -10.000
781	      11.000
782	      -5.000
783	       9.000
784	      -3.000
785	      11.000
786	      -5.000
787	      13.000
788	      -7.000
789	      15.000
790	      -9.000
791	       9.000
792	      -3.000
793	      17.000
794	     -11.000
795	      22.000
796	     -16.000
797	      15.000
798	      -9.000
799	      14.000
800	      -8.000
801	      11.000
802	      -5.000
803	      19.000
804	     -13.000
805	      14.000
806	      -8.000
807	      23.000
808	     -17.000
809	      18.000
810	     -12.000
811	      26.000
812	     -20.000
813	      20.000
814	     -14.000
815	      22.000
816	     -16.000
817	       7.000
818	      -1.000
819	       7.000
820	      -1.000
821	      20.000
822	     -14.000
823	       7.000
824	      -1.000
825	       6.000
826	       0.000
827	      12.000
828	      -6.000
829	      20.000
830	     -14.000
831	      15.000
832	      -9.000
833	      24.000
834	     -18.000
835	      17.000
836	     -11.000
837	      12.000
838	      -6.000
839	       9.000
840	      -3.000
841	      16.000
842	     -10.000
843	      11.000
844	      -5.000
845	      17.000
846	     -11.000
847	      17.000
848	     -11.000
849	      16.000
850	     -10.000
851	      20.000
852	     -14.000
853	      22.000
854	     -16.000
855	       8.000
856	      -2.000
857	      15.000
858	      -9.000
859	       4.000
860	       2.000
861	      25.000
862	     -19.000
863	      17.000
864	     -11.000
865	      23.000
866	     -17.000
867	      22.000
868	     -16.000
869	      -2.000
870	     -10.000
871	      19.000
872	     -31.000
873	       5.000
874	     -17.000
875	       1.000
876	     -13.000
877	      15.000
878	     -27.000
879	      20.000
880	     -32.000
881	      11.000
882	     -23.000
883	       5.000
884	     -17.000
885	      17.000
886	     -29.000
887	      15.000
888	     -27.000
889	      -3.000
890	      -9.000
891	       4.000
892	     -16.000
893	       3.000
894	     -15.000
895	      10.000
896	     -22.000
897	      -5.000
898	      -7.000
899	      -5.000
900	      -7.000
901	       2.000
902	     -14.000
903	      -2.000
904	     -10.000
905	      -6.000
906	      -6.000
907	       1.000
908	     -13.000
909	      16.000
910	     -28.000
911	      -5.000
912	      -7.000
913	       2.000
914	     -14.000
915	      12.000
916	     -24.000
917	       6.000
918	     -18.000
919	       4.000
920	     -16.000
921	       9.000
922	     -21.000
923	      -2.000
924	     -10.000
925	       8.000
926	     -20.000
927	       4.000
928	     -16.000
929	      16.000
930	     -28.000
931	       7.000
932	     -19.000
933	      13.000
934	     -25.000
935	      -1.000
936	     -11.000
937	       4.000
938	     -16.000
939	      -4.000
940	      -8.000
941	      11.000
942	     -23.000
943	       1.000
944	     -13.000
945	      -3.000
946	      -9.000
947	      11.000
948	     -23.000
949	      19.000
950	     -31.000
951	       5.000
952	     -17.000
953	      20.000
954	     -32.000
955	      -6.000
956	      -6.000
957	       3.000
958	     -15.000
959	       1.000
960	     -13.000
961	      -1.000
962	     -11.000
963	      -3.000
964	      -9.000
965	       6.000
966	     -18.000
967	      -3.000
968	      -9.000
969	      -5.000
970	      -7.000
971	       9.000
972	     -21.000
973	      10.000
974	     -22.000
975	       7.000
976	     -19.000
977	      14.000
978	     -26.000
979	      10.000
980	     -22.000
981	      13.000
982	     -25.000
983	       0.000
984	     -12.000
985	      -1.000
986	     -11.000
987	      22.000
988	     -20.000
989	      -2.000
990	     -14.000
991	      -1.000
992	     -15.000
993	      -6.000
994	     -10.000
995	       5.000
996	     -21.000
997	      -3.000
998	     -13.000
999	      18.000
1000	     -34.000
1001	      14.000
1002	     -30.000
1003	       0.000
1004	     -16.000
1005	       4.000
1006	     -20.000
1007	       3.000
1008	     -19.000
1009	      14.000
1010	     -30.000
1011	      -7.000
1012	      -9.000
1013	       3.000
1014	     -19.000
1015	      -3.000
1016	     -13.000
1017	      18.000
1018	     -34.000
1019	       0.000
1020	     -16.000
1021	      11.000
1022	     -27.000
1023	      15.000
1024	     -31.000
1025	      -6.000
1026	     -10.000
1027	      -5.000
1028	     -11.000
1029	      13.000
1030	     -29.000
1031	      10.000
1032	     -26.000
1033	       6.000
1034	     -22.000
1035	       2.000
1036	     -18.000
1037	       9.000
1038	     -25.000
1039	      17.000
1040	     -33.000
1041	       4.000
1042	     -20.000
1043	      17.000
1044	     -33.000
1045	      -3.000
1046	     -13.000
1047	      -1.000
1048	     -15.000
1049	      17.000
1050	     -33.000
1051	      -6.000
1052	     -10.000
1053	      15.000
1054	     -31.000
1055	      12.000
1056	     -28.000
1057	       0.000
1058	     -16.000
1059	      -5.000
1060	     -11.000
1061	      14.000
1062	     -30.000
1063	       8.000
1064	     -24.000
1065	       7.000
1066	     -23.000
1067	      11.000
1068	     -27.000
1069	       0.000
1070	     -16.000
1071	       1.000
1072	     -17.000
1073	      18.000
1074	     -34.000
1075	      17.000
1076	     -33.000
1077	       8.000
1078	     -24.000
1079	       3.000
1080	     -19.000
1081	      12.000
1082	       8.000
1083	      -3.000
1084	      -7.000
1085	       7.000
1086	     -17.000
1087	      -2.000
1088	      -8.000
1089	       0.000
1090	     -10.000
1091	      18.000
1092	     -28.000
1093	       4.000
1094	     -14.000
1095	      12.000
1096	     -22.000
1097	       0.000
1098	     -10.000
1099	       5.000
1100	     -15.000
1101	      15.000
1102	     -25.000
1103	      -3.000
1104	      -7.000
1105	       7.000
1106	     -17.000
1107	      -3.000
1108	      -7.000
1109	      11.000
1110	     -21.000
1111	      18.000
1112	     -28.000
1113	       3.000
1114	     -13.000
1115	      -4.000
1116	      -6.000
1117	      -4.000
1118	      -6.000
1119	      -4.000
1120	      -6.000
1121	      -2.000
1122	      -8.000
1123	      20.000
1124	     -30.000
1125	      16.000
1126	     -26.000
1127	       5.000
1128	     -15.000
1129	       2.000
1130	     -12.000
1131	       9.000
1132	     -19.000
1133	      -3.000
1134	      -7.000
1135	      11.000
1136	     -21.000
1137	      -4.000
1138	      -6.000
1139	      -1.000
1140	      -9.000
1141	      -4.000
1142	      -6.000
1143	      -5.000
1144	      -5.000
1145	      -1.000
1146	      -9.000
1147	       3.000
1148	     -13.000
1149	      14.000
1150	     -24.000
1151	      -2.000
1152	      -8.000
1153	      18.000
1154	     -28.000
1155	      18.000
1156	     -28.000
1157	      -4.000
1158	      -6.000
1159	      20.000
1160	     -30.000
1161	       5.000
1162	     -15.000
1163	       0.000
1164	     -10.000
1165	      -5.000
1166	      -5.000
1167	       6.000
1168	     -16.000
1169	      -3.000
1170	      -7.000
1171	      16.000
1172	     -26.000
1173	      -2.000
1174	      -8.000
1175	       8.000
1176	       0.000
1177	       9.000
1178	     -21.000
1179	      -6.000
1180	      -6.000
1181	      -6.000
1182	      -6.000
1183	      11.000
1184	     -23.000
1185	      16.000
1186	     -28.000
1187	      13.000
1188	     -25.000
1189	      17.000
1190	     -29.000
1191	      -5.000
1192	      -7.000
1193	      17.000
1194	     -29.000
1195	      -4.000
1196	      -8.000
1197	      -6.000
1198	      -6.000
1199	      15.000
1200	     -27.000
1201	      -4.000
1202	      -8.000
1203	      -5.000
1204	      -7.000
1205	      11.000
1206	     -23.000
1207	      20.000
1208	     -32.000
1209	      -4.000
1210	      -8.000
1211	      11.000
1212	     -23.000
1213	      13.000
1214	     -25.000
1215	       9.000
1216	     -21.000
1217	      19.000
1218	     -31.000
1219	       8.000
1220	     -20.000
1221	       0.000
1222	     -12.000
1223	      13.000
1224	     -25.000
1225	      12.000
1226	     -24.000
1227	       6.000
1228	     -18.000
1229	      17.000
1230	     -29.000
1231	      18.000
1232	     -30.000
1233	      15.000
1234	     -27.000
1235	      16.000
1236	     -28.000
1237	       8.000
1238	     -20.000
1239	      11.000
1240	     -23.000
1241	       2.000
1242	     -14.000
1243	      11.000
1244	     -23.000
1245	      -3.000
1246	      -9.000
1247	      19.000
1248	     -31.000
1249	      10.000
1250	     -22.000
1251	      12.000
1252	     -24.000
1253	      15.000
1254	     -27.000
1255	       7.000
1256	     -19.000
1257	       9.000
1258	     -21.000
1259	      10.000
1260	     -22.000
1261	       3.000
1262	     -15.000
1263	       6.000
1264	     -18.000
1265	      13.000
1266	     -25.000
1267	       5.000
1268	     -17.000
1269	      18.000
1270	     -14.000
1271	      27.000
1272	     -23.000
1273	      24.000
1274	     -20.000
1275	      11.000
1276	      -7.000
1277	       9.000
1278	      -5.000
1279	      15.000
1280	     -11.000
1281	      15.000
1282	     -11.000
1283	       9.000
1284	      -5.000
1285	      22.000
1286	     -18.000
1287	       7.000
1288	      -3.000
1289	      15.000
1290	     -11.000
1291	      15.000
1292	     -11.000
1293	       4.000
1294	       0.000
1295	      13.000
1296	      -9.000
1297	       4.000
1298	       0.000
1299	      12.000
1300	      -8.000
1301	      16.000
1302	     -12.000
1303	      28.000
1304	     -24.000
1305	      20.000
1306	     -16.000
1307	      26.000
1308	     -22.000
1309	       9.000
1310	      -5.000
1311	      16.000
1312	     -12.000
1313	      13.000
1314	      -9.000
1315	      20.000
1316	     -16.000
1317	      12.000
1318	      -8.000
1319	      17.000
1320	     -13.000
1321	      24.000
1322	     -20.000
1323	       2.000
1324	       2.000
1325	      19.000
1326	     -15.000
1327	      19.000
1328	     -15.000
1329	      18.000
1330	     -14.000
1331	      19.000
1332	     -15.000
1333	      28.000
1334	     -24.000
1335	      23.000
1336	     -19.000
1337	      23.000
1338	     -19.000
1339	      27.000
1340	     -23.000
1341	      25.000
1342	     -21.000
1343	      16.000
1344	     -12.000
1345	       6.000
1346	      -2.000
1347	      17.000
1348	     -13.000
1349	      14.000
1350	     -10.000
1351	      10.000
1352	      -6.000
1353	      17.000
1354	     -13.000
1355	      22.000
1356	     -18.000
1357	      10.000
1358	      -6.000
1359	      13.000
1360	      -9.000
1361	      21.000
1362	     -17.000
1363	      23.000
1364	     -19.000
1365	      11.000
1366	      -7.000
1367	      25.000
1368	     -21.000
1369	      24.000
1370	     -20.000
1371	      26.000
1372	     -22.000
1373	       6.000
1374	      -2.000
1375	      22.000
1376	     -18.000
1377	      27.000
1378	     -23.000
1379	      14.000
1380	     -10.000
1381	      11.000
1382	      -7.000
1383	      23.000
1384	     -19.000
1385	      25.000
1386	     -21.000
1387	      -4.000
1388	      -6.000
1389	      23.000
1390	     -11.000
1391	      22.000
1392	     -10.000
1393	      10.000
1394	       2.000
1395	      18.000
1396	      -6.000
1397	      21.000
1398	      -9.000
1399	      15.000
1400	      -3.000
1401	       7.000
1402	       5.000
1403	      13.000
1404	      -1.000
1405	      22.000
1406	     -10.000
1407	      31.000
1408	     -19.000
1409	      21.000
1410	      -9.000
1411	      20.000
1412	      -8.000
1413	       7.000
1414	       5.000
1415	      20.000
1416	      -8.000
1417	      28.000
1418	     -16.000
1419	       6.000
1420	       6.000
1421	      14.000
1422	      -2.000
1423	      15.000
1424	      -3.000
1425	      24.000
1426	     -12.000
1427	      15.000
1428	      -3.000
1429	       6.000
1430	       6.000
1431	      26.000
1432	     -14.000
1433	      21.000
1434	      -9.000
1435	      10.000
1436	       2.000
1437	      27.000
1438	     -15.000
1439	       8.000
1440	       4.000
1441	      25.000
1442	     -13.000
1443	      23.000
1444	     -11.000
1445	      10.000
1446	       2.000
1447	      25.000
1448	     -13.000
1449	      19.000
1450	      -7.000
1451	      25.000
1452	     -13.000
1453	      22.000
1454	     -10.000
1455	      23.000
1456	     -11.000
1457	      18.000
1458	      -6.000
1459	      13.000
1460	      -1.000
1461	       7.000
1462	       5.000
1463	      14.000
1464	      -2.000
1465	      29.000
1466	     -17.000
1467	       6.000
1468	       6.000
1469	      25.000
1470	     -13.000
1471	       7.000
1472	       5.000
1473	      19.000
1474	      -7.000
1475	      14.000
1476	      -2.000
1477	      24.000
1478	     -12.000
1479	      28.000
1480	     -16.000
1481	      28.000
1482	     -16.000
1483	      29.000
1484	     -17.000
1485	       8.000
1486	       4.000
1487	      30.000
1488	     -18.000
1489	      12.000
1490	       0.000
1491	      11.000
1492	       1.000
1493	       9.000
1494	       3.000
1495	       8.000
1496	     -18.000
1497	      20.000
1498	     -30.000
1499	       0.000
1500	     -10.000
1501	      -4.000
1502	      -6.000
1503	      11.000
1504	     -21.000
1505	       1.000
1506	     -11.000
1507	       0.000
1508	     -10.000
1509	      -4.000
1510	      -6.000
1511	      15.000
1512	     -25.000
1513	      19.000
1514	     -29.000
1515	       3.000
1516	     -13.000
1517	      11.000
1518	     -21.000
1519	      16.000
1520	     -26.000
1521	      -1.000
1522	      -9.000
1523	      13.000
1524	     -23.000
1525	      10.000
1526	     -20.000
1527	      11.000
1528	     -21.000
1529	      18.000
1530	     -28.000
1531	      17.000
1532	     -27.000
1533	       6.000
1534	     -16.000
1535	       2.000
1536	     -12.000
1537	       0.000
1538	     -10.000
1539	       1.000
1540	     -11.000
1541	       2.000
1542	     -12.000
1543	      16.000
1544	     -26.000
1545	      10.000
1546	     -20.000
1547	       3.000
1548	     -13.000
1549	       2.000
1550	     -12.000
1551	      20.000
1552	     -30.000
1553	      -4.000
1554	      -6.000
1555	      13.000
1556	     -23.000
1557	      12.000
1558	     -22.000
1559	      10.000
1560	     -20.000
1561	       6.000
1562	     -16.000
1563	      13.000
1564	     -23.000
1565	      -5.000
1566	      -5.000
1567	      18.000
1568	     -28.000
1569	      16.000
1570	     -26.000
1571	      21.000
1572	     -31.000
1573	      18.000
1574	     -28.000
1575	       5.000
1576	     -15.000
1577	      -2.000
1578	      -8.000
1579	       3.000
1580	     -13.000
1581	      16.000
1582	     -26.000
1583	       0.000
1584	     -10.000
1585	       1.000
1586	     -11.000
1587	      20.000
1588	     -30.000
1589	      28.000
1590	     -22.000
1591	      23.000
1592	     -17.000
1593	       4.000
1594	       2.000
1595	       7.000
1596	      -1.000
1597	      19.000
1598	     -13.000
1599	      21.000
1600	     -15.000
1601	      18.000
1602	     -12.000
1603	      18.000
1604	     -12.000
1605	       9.000
1606	      -3.000
1607	       8.000
1608	      -2.000
1609	      10.000
1610	      -4.000
1611	      21.000
1612	     -15.000
1613	      15.000
1614	      -9.000
1615	      27.000
1616	     -21.000
1617	      22.000
1618	     -16.000
1619	      12.000
1620	      -6.000
1621	      11.000
1622	      -5.000
1623	      16.000
1624	     -10.000
1625	      23.000
1626	     -17.000
1627	       8.000
1628	      -2.000
1629	      21.000
1630	     -15.000
1631	      10.000
1632	      -4.000
1633	       8.000
1634	      -2.000
1635	      25.000
1636	     -19.000
1637	       8.000
1638	      -2.000
1639	      29.000
1640	     -23.000
1641	      19.000
1642	     -13.000
1643	      20.000
1644	     -14.000
1645	      11.000
1646	      -5.000
1647	       3.000
1648	       3.000
1649	      25.000
1650	     -19.000
1651	       5.000
1652	       1.000
1653	       8.000
1654	      -2.000
1655	      20.000
1656	     -14.000
1657	      24.000
1658	     -18.000
1659	      15.000
1660	      -9.000
1661	      25.000
1662	     -19.000
1663	       5.000
1664	       1.000
1665	      12.000
1666	      -6.000
1667	      24.000
1668	     -18.000
1669	       7.000
1670	      -1.000
1671	      20.000
1672	     -14.000
1673	      19.000
1674	     -13.000
1675	      13.000
1676	      -7.000
1677	      13.000
1678	      -7.000
1679	       6.000
1680	       0.000
1681	      12.000
1682	      -6.000
1683	      27.000
1684	     -21.000
1685	      15.000
1686	      -9.000
1687	       5.000
1688	     -13.000
1689	      20.000
1690	     -28.000
1691	       5.000
1692	     -13.000
1693	      17.000
1694	     -25.000
1695	      18.000
1696	     -26.000
1697	       0.000
1698	      -8.000
1699	      16.000
1700	     -24.000
1701	       0.000
1702	      -8.000
1703	      12.000
1704	     -20.000
1705	      12.000
1706	     -20.000
1707	       8.000
1708	     -16.000
1709	      19.000
1710	     -27.000
1711	      -1.000
1712	      -7.000
1713	      17.000
1714	     -25.000
1715	      13.000
1716	     -21.000
1717	      -1.000
1718	      -7.000
1719	      10.000
1720	     -18.000
1721	      21.000
1722	     -29.000
1723	       1.000
1724	      -9.000
1725	       2.000
1726	     -10.000
1727	      18.000
1728	     -26.000
1729	       4.000
1730	     -12.000
1731	       4.000
1732	     -12.000
1733	      18.000
1734	     -26.000
1735	      -3.000
1736	      -5.000
1737	      12.000
1738	     -20.000
1739	      -3.000
1740	      -5.000
1741	      15.000
1742	     -23.000
1743	      12.000
1744	     -20.000
1745	      -2.000
1746	      -6.000
