i	"RTT(i)=(RTT+RTT_A+RTT_B+RTT_C)~LOGNORMAL(4.8,0.3)"
275	114.1480652
276	133.7952641
277	113.885619
278	152.0993542
279	138.16425
280	130.2484455
281	84.24676742
282	99.73108325
283	118.0614015
284	135.0232569
285	111.9845441
286	154.6430689
287	95.55610892
288	132.2768212
289	111.4176735
290	126.802346
291	109.3528581
292	113.3670183
293	115.113274
294	129.9286437
295	121.4475581
296	106.073963
297	130.5857991
298	138.5712638
299	128.5225821
300	134.4715677
301	114.7686469
302	114.1610281
303	87.26711244
304	119.0871751
305	120.3218002
306	126.1837633
307	124.3131471
308	99.23646597
309	141.6737527
310	153.9294298
311	85.1165219
312	157.0134823
313	130.3734927
314	99.53597959
315	121.9695534
316	100.9245508
317	115.3513746
318	83.44081537
319	114.4793129
320	138.604244
321	145.1313519
322	138.2934871
323	90.5709054
324	118.6661888
325	147.6838812
326	121.5611071
327	83.44389657
328	95.3485869
329	106.6001534
330	130.483194
331	110.5311306
332	132.7664545
333	98.57214511
334	117.06198
335	146.7086957
336	151.1571842
337	125.8090052
338	126.0217716
339	129.9624225
340	75.66212726
341	134.1471819
342	75.71839838
343	98.38563555
344	110.6912188
345	131.329072
346	115.5126096
347	129.5229043
348	113.1614103
349	111.7777818
350	97.2705272
351	111.7397689
352	133.1806607
353	114.8060231
354	150.0241704
355	117.2188678
356	78.57260537
357	116.3180366
358	84.23952711
359	134.4633028
360	118.5712985
361	142.0092614
362	117.2665463
363	87.70945711
364	123.6518879
365	135.1209318
366	115.2487244
367	90.6117971
368	107.5563878
369	125.2744691
370	117.5821473
371	131.981116
372	155.3668652
373	107.5440886
374	130.9712162
375	77.06326336
376	110.2302839
377	78.03881559
378	115.4749546
379	151.8684476
380	119.1741503
381	131.219104
382	170.2011443
383	118.3171821
384	163.8135868
385	140.571241
386	142.5486454
387	145.1856063
388	163.7868253
389	114.0049037
390	143.8251612
391	97.22534794
392	118.5239679
393	111.3583116
394	142.1379356
395	135.544735
396	172.909943
397	145.9175509
398	156.9499129
399	117.3261306
400	104.3747393
401	140.4402851
402	134.9151245
403	125.6904521
404	139.9230018
405	129.5907936
406	70.9141092
407	96.06874929
408	98.09898582
409	127.245221
410	101.3908106
411	107.41945
412	131.3806821
413	115.6117745
414	102.1744491
415	118.8106318
416	119.9627071
417	95.2553331
418	145.707044
419	116.3213282
420	136.5858897
421	117.7186639
422	94.1364563
423	160.9359348
424	126.5138001
425	144.722188
426	84.63771255
427	132.1021157
428	129.2687572
429	164.5836687
430	149.0590352
431	147.4433537
432	149.4301553
433	150.3805479
434	146.1464418
435	127.1381793
436	154.4273039
437	92.73388473
438	112.5861638
439	143.4933661
440	103.3050023
441	120.9060174
442	114.0447781
443	97.54528294
444	144.8010574
445	127.2319445
446	106.9260651
447	135.6755445
448	150.3982035
449	84.4113928
450	133.3034145
451	170.1318731
452	174.5697305
453	97.96433805
454	127.668742
455	87.71223786
456	120.9914223
457	103.5273103
458	104.7646991
459	128.8569617
460	144.2651401
461	115.3576356
462	107.4071728
463	133.6501407
464	113.0750456
465	120.4105709
466	98.12648981
467	122.9913933
468	143.812103
469	111.1610362
470	154.71386
471	94.63956813
472	144.912869
473	113.3889355
474	99.62780755
475	145.7521204
476	150.4541255
477	119.2577335
478	133.8563867
479	111.8014971
480	139.5724703
481	114.2120786
482	111.6693879
483	125.9982387
484	112.0981904
485	112.4754845
486	144.3403726
487	124.6254611
488	110.0959328
489	120.1519694
490	112.2683647
491	90.83019147
492	104.3082569
493	114.4682368
494	101.4742711
495	104.1759331
496	113.3312534
497	138.046781
498	135.5457487
499	124.6383891
500	110.5025381
501	134.5422581
502	146.7791393
503	136.8165869
504	104.217292
505	152.28524
506	99.54083732
507	159.8466818
508	110.7018203
509	127.5442328
510	136.1845949
511	121.944499
512	93.0444757
513	125.8297911
514	109.9176025
515	121.0107284
516	112.0174887
517	152.0962281
518	132.0780417
519	109.9905443
520	138.2394577
521	92.73065581
522	138.4798514
523	115.8114786
524	92.56162477
525	120.6496032
526	104.7405257
527	146.9805913
528	166.4794033
529	105.724451
530	151.9315807
531	85.80287003
532	111.114824
533	97.80653856
534	129.2357333
535	119.2524001
536	112.7568073
537	125.8870831
538	170.7892484
539	122.7429669
540	130.7865288
541	100.664726
542	138.8730477
543	105.7839006
544	96.05297413
545	99.06084677
546	119.8836947
547	146.3608723
548	89.95065264
549	108.4998044
550	87.66037378
551	113.1303945
552	101.4845292
553	95.14469689
554	112.7861028
555	158.6359455
556	150.5032833
557	164.2490691
558	160.2861681
559	122.3749403
560	115.0493808
561	114.1444316
562	85.70610192
563	133.9318377
564	120.6083661
565	105.5110283
566	163.8346179
567	160.3222425
568	134.5174223
569	166.5643438
570	156.7840905
571	94.50472843
572	122.9479941
573	110.624314
574	167.2721241
575	117.4968748
576	136.4567165
577	95.82119003
578	126.6624539
579	107.5096774
580	91.50608787
581	112.0263252
582	117.8334641
583	138.7768781
584	141.9258235
585	96.36475426
586	125.8770039
587	132.0617695
588	120.2725247
589	165.9389316
590	122.3304162
591	107.6954993
592	140.5271446
593	152.8234399
594	87.00034182
595	122.9069006
596	110.218704
597	98.66576337
598	136.7574315
599	128.3287413
600	141.1977175
601	139.9999608
602	142.6310703
603	124.7236158
604	120.1735442
605	121.8387049
606	98.59641181
607	115.7664724
608	114.3664403
609	174.7793914
610	141.7347049
611	127.6130627
612	87.89084483
613	126.5308626
614	150.2414692
615	104.5657144
616	136.6653574
617	127.428912
618	125.1856236
619	113.4151735
620	95.949812
621	91.9689296
622	135.5974754
623	122.1323498
624	122.8566899
625	86.66682776
626	109.1831583
627	88.45392438
628	105.0545874
629	104.5900195
630	120.9240044
631	156.4958249
632	96.19256665
633	133.8934159
634	128.0425649
635	137.1772715
636	141.1328551
637	81.29605804
638	104.1889211
639	119.8071868
640	129.6294856
641	119.3598078
642	134.6312458
643	115.9300244
644	159.3050932
645	103.6104424
646	153.9372768
647	120.8832652
648	129.1303901
649	113.5398131
650	139.7924419
651	128.0952683
652	127.5061814
653	143.6584126
654	132.2045623
655	112.126863
656	122.7411737
657	72.41978586
658	99.20903361
659	75.432228
660	129.2343286
661	118.9036674
662	102.8642238
663	98.63043999
664	154.1208232
665	132.6246282
666	112.7375546
667	67.79835208
668	70.53019852
669	107.5346291
670	95.98877884
671	174.5384175
672	166.2040191
673	146.0460574
674	146.8923105
675	127.8605864
676	135.9554546
677	122.2924998
678	137.8222583
679	118.525925
680	101.3181688
681	96.71889539
682	143.6827524
683	117.3676311
684	104.2082267
685	146.3428814
686	118.4468878
687	92.74466169
688	121.6105847
689	99.66734671
690	149.5000688
691	158.1430092
692	99.13887816
693	97.28972366
694	124.7008857
695	116.1054005
696	153.2467843
697	107.2991892
698	109.589886
699	150.5303037
700	94.39353781
701	140.4509334
702	73.79444778
703	120.2305744
704	170.6954477
705	110.1545684
706	134.4749728
707	93.09646697
708	105.4954118
709	112.8745265
710	118.1082183
711	117.975147
712	147.8771642
713	108.7885783
714	126.0051952
715	178.4908296
716	115.7145888
717	128.303057
718	171.7580489
719	152.44637
720	126.1886633
721	109.6610591
722	151.3123165
723	110.306654
724	137.9821452
725	104.8971937
726	115.0566287
727	130.2903807
728	118.4221954
729	134.326399
730	150.3323738
731	147.138311
732	123.7736835
733	137.2263545
734	124.3479717
735	86.92077623
736	92.99668533
737	98.19550281
738	125.3575637
739	109.143689
740	114.7399642
741	105.3523379
742	113.9907476
743	125.4665265
744	154.4898435
745	133.9152899
746	115.4306419
747	119.2623225
748	113.4161687
749	138.0416074
750	108.227315
751	148.2934165
752	121.4921941
753	104.4148201
754	123.613989
755	156.1706424
756	108.7028912
757	113.6604505
758	128.2612818
759	145.1565496
760	156.4817021
761	183.3925366
762	139.1738865
763	89.74439991
764	129.4945622
765	130.5389091
766	146.2533997
767	82.36269721
768	100.1089337
769	123.6287635
770	131.8245266
771	89.84326677
772	136.79684
773	132.8160294
774	129.018391
775	79.7409207
776	129.2593661
777	176.1953427
778	150.309718
779	121.6548793
780	91.33111333
781	142.1200297
782	119.0715463
783	68.83253999
784	148.0246732
785	111.3047243
786	137.8262294
787	115.7618457
788	125.1410802
789	150.360104
790	116.1139559
791	166.4964149
792	118.4866882
793	139.7518717
794	126.0904294
795	153.4350617
796	133.5555318
797	155.3930798
798	132.5369772
799	90.39501739
800	113.6999942
801	118.2102016
802	110.3224728
803	99.67000158
804	152.6534289
805	154.8909229
806	141.4885177
807	120.1295054
808	123.3940859
809	133.8260594
810	160.4920391
811	111.9831272
812	106.4734625
813	140.2292016
814	104.278584
815	125.2707271
816	72.71410075
817	119.479738
818	116.3388336
819	97.52048704
820	127.5279457
821	127.8876955
822	110.7792669
823	82.37742454
824	135.4748077
825	119.4773195
826	108.2789155
827	102.2322131
828	115.5298691
829	142.9356255
830	110.6082135
831	117.6801897
832	119.2038706
833	132.3444158
834	119.2735409
835	129.4930399
836	106.7215908
837	124.0680497
838	109.0959226
839	145.4636354
840	121.2330599
841	125.0454579
842	116.9924927
843	89.09624171
844	97.74714119
845	143.2247127
846	96.0006456
847	128.9642519
848	125.6534529
849	134.4163767
850	117.7946364
851	121.7356732
852	81.69399792
853	168.5045794
854	120.8546983
855	97.94649454
856	130.8439996
857	109.0256528
858	138.5690534
859	93.37918928
860	117.4375566
861	106.5283651
862	117.6947628
863	117.8207695
864	107.5062237
865	109.863228
866	154.2700721
867	95.56594715
868	120.3148659
869	157.8752151
870	131.2284483
871	96.53568047
872	123.0293547
873	135.8679804
874	166.0027784
875	129.1788658
876	93.36151056
877	131.8026801
878	126.110152
879	116.3869347
880	113.5509012
881	113.9623652
882	105.0138412
883	130.138177
884	108.2362431
885	125.6496746
886	142.8747724
887	127.1329715
888	78.14890242
889	130.3171431
890	118.935855
891	160.5884482
892	115.7174592
893	167.8273968
894	122.4839678
895	101.8491383
896	136.4574324
897	142.2338138
898	114.0731186
899	83.72894014
900	137.0713636
901	103.9046832
902	114.6076601
903	151.7885846
904	139.0239372
905	110.8788501
906	131.1350469
907	112.9590391
908	132.5642985
909	99.19695083
910	161.7458114
911	95.7493104
912	151.5664535
913	148.9815769
914	133.4293235
915	141.6790568
916	152.5817892
917	146.5148757
918	121.1736769
919	102.8005863
920	139.9736831
921	98.62649076
922	136.5777565
923	141.1649658
924	142.0200503
925	134.6959091
926	114.7198977
927	120.2626321
928	157.2444573
929	136.3294911
930	154.8042101
931	127.5022434
932	122.709054
933	136.5934327
934	120.8096083
935	113.2545614
936	96.54785042
937	125.3858257
938	148.5287323
939	116.4722015
940	150.877778
941	108.8529717
942	118.9340074
943	137.7312323
944	147.8354172
945	110.6306078
946	85.28818991
947	104.5322815
948	153.4033476
949	135.7499145
950	132.0261783
951	95.90905518
952	128.7660809
953	141.4520726
954	143.6223768
955	141.9224485
956	150.8483059
957	111.3538606
958	119.7349818
959	137.517392
960	90.76680229
961	125.7701255
962	114.6165695
963	154.8331742
964	105.4306218
965	106.1943345
966	160.9163488
967	133.2016289
968	113.4215731
969	126.9899591
970	99.34803585
971	101.985223
972	105.8887257
973	128.4446897
974	116.7226211
975	164.2838137
976	102.912288
977	131.4308504
978	82.94517476
979	108.0785955
980	113.4200349
981	159.3974344
982	142.4116596
983	142.4970379
984	87.1288747
985	149.3594756
986	139.3247131
987	109.3359511
988	106.3326359
989	84.16841278
990	158.9004942
991	140.6537853
992	108.8884045
993	122.5072737
994	175.2925885
995	114.5390605
996	132.9762485
997	119.8573518
998	123.6951429
999	112.0958292
1000	125.3795026
1001	113.5142287
1002	103.2697682
1003	124.3925911
1004	167.084344
1005	115.0635198
1006	118.9658846
1007	162.047182
1008	132.380829
1009	110.8753159
1010	148.8662236
1011	115.9691945
1012	161.478322
1013	145.9825127
1014	115.6296545
1015	55.94686267
1016	140.7244243
1017	109.8947374
1018	103.887908
1019	116.1377803
1020	75.70964859
1021	152.8777277
1022	99.00623564
1023	105.2922306
1024	88.51586214
1025	155.0524597
1026	124.922408
1027	136.7573149
1028	137.4503627
1029	151.3182724
1030	115.6761082
1031	129.6182599
1032	123.274519
1033	114.1945188
1034	141.0176338
1035	100.444419
1036	112.2300133
1037	94.19787176
1038	109.0748618
1039	127.3507242
1040	148.753594
1041	110.0471253
1042	154.0666752
1043	146.5256987
1044	112.5639536
1045	155.1460482
1046	139.3894574
1047	152.2468748
1048	121.0727331
1049	119.3298791
1050	151.3741945
1051	120.6319694
1052	159.6160388
1053	140.9434927
1054	136.6318057
1055	137.4441767
1056	96.63638292
1057	114.7581961
1058	96.98251569
1059	85.88673738
1060	125.80115
1061	103.7945969
1062	125.991893
1063	130.9224462
1064	110.7938084
1065	85.99634213
1066	113.1685553
1067	126.2281402
1068	129.2803789
1069	90.80703462
1070	142.7218085
1071	130.0236413
1072	128.2014186
1073	113.722885
1074	98.73121981
1075	148.3572365
1076	127.6755325
1077	126.5746231
1078	154.6194868
1079	155.2661403
1080	142.700175
1081	132.4846559
1082	118.2330714
1083	82.59279897
1084	111.5132374
1085	136.077372
1086	115.8818096
1087	98.34423134
1088	99.92355361
1089	137.2049899
1090	113.6499906
1091	147.0955583
1092	143.1159281
1093	136.3452481
1094	108.1139848
1095	115.4126294
1096	122.5089757
1097	93.49262553
1098	130.169772
1099	151.8686609
1100	146.6189024
1101	148.8736456
1102	106.5225562
1103	135.6045071
1104	99.34283353
1105	136.4434225
1106	115.1051388
1107	120.2323829
1108	132.490348
1109	125.2175917
1110	130.7285205
1111	142.0515713
1112	136.9500092
1113	95.35855159
1114	102.125491
1115	103.9824967
1116	117.9689244
1117	151.374407
1118	90.33984521
1119	152.5965173
1120	121.8128466
1121	153.9944287
1122	76.81416709
1123	109.4129361
1124	173.7610042
1125	120.039221
1126	152.3209168
1127	169.1527139
1128	160.4738171
1129	151.2652247
1130	134.939332
1131	158.5783737
1132	141.3850796
1133	135.3716022
1134	92.12175743
1135	134.9530649
1136	148.4943531
1137	105.2868587
1138	126.1704611
1139	139.059853
1140	132.315241
1141	156.5499154
1142	111.0593714
1143	119.4164596
1144	122.3921592
1145	130.8959914
1146	90.73209862
1147	115.5395909
1148	136.7816469
1149	97.919162
1150	141.2056289
1151	122.9171052
1152	153.6663734
1153	101.08923
1154	111.1121897
1155	63.16794916
1156	138.8505869
1157	121.282411
1158	131.2542984
1159	149.4491339
1160	115.6487496
1161	107.5692536
1162	84.87021213
1163	73.04936416
1164	111.4821496
1165	60.25183651
1166	92.51408286
1167	125.6218872
1168	109.7464975
1169	116.1050306
1170	103.7138424
1171	108.6476753
1172	126.8390791
1173	143.9861212
1174	129.7386035
1175	138.4949967
1176	97.73165595
1177	96.55949416
1178	112.4385122
1179	135.0011523
1180	123.4788747
1181	105.0314438
1182	100.6140356
1183	113.852637
1184	67.72212178
1185	155.8544418
1186	94.71995648
1187	134.2239149
1188	143.1068092
1189	102.1762128
1190	131.9936113
1191	138.4232391
1192	114.6106005
1193	107.6584366
1194	111.7586153
1195	165.8155956
1196	105.9360707
1197	157.2852545
1198	118.5694221
1199	112.7536714
1200	135.3731825
1201	198.2045343
1202	205.9196043
1203	154.8672682
1204	141.1527567
1205	185.5092468
1206	134.6881889
1207	195.6850047
1208	163.2704066
1209	164.0731713
1210	168.085138
1211	132.5712851
1212	193.5284124
1213	185.6124056
1214	189.3201888
1215	208.6954801
1216	150.464526
1217	114.1713828
1218	218.1820475
1219	221.0253508
1220	251.2218935
1221	176.2133583
1222	216.8612726
1223	202.5719625
1224	145.1647442
1225	217.2531484
1226	150.908847
1227	189.9384559
1228	154.3785446
1229	153.2961068
1230	221.6873688
1231	205.876098
1232	198.1303815
1233	189.5459933
1234	157.743293
1235	197.5771435
1236	160.2500998
1237	160.0842999
1238	180.6959837
1239	162.6311582
1240	180.6372142
1241	191.1244365
1242	214.2456196
1243	194.298974
1244	242.4958924
1245	210.6525716
1246	124.4627573
1247	183.8130112
1248	146.6217424
1249	218.0712125
1250	131.5748088
1251	200.74132
1252	175.6412955
1253	179.3498929
1254	224.1727107
1255	163.3800586
1256	219.2969767
1257	196.3193024
1258	182.9233089
1259	212.4823895
1260	174.160749
1261	183.1738818
1262	157.8796401
1263	173.0043023
1264	211.3480303
1265	190.3791023
1266	145.9423162
1267	205.1449282
1268	166.6118111
1269	183.4389543
1270	226.5100692
1271	193.7664046
1272	188.9275518
1273	159.5323125
1274	234.7395118
1275	117.3521367
1276	179.7910247
1277	189.3285727
1278	210.509619
1279	183.3118336
1280	200.935781
1281	208.0128007
1282	155.0158724
1283	198.6792072
1284	178.1327516
1285	130.6684003
1286	140.6718864
1287	133.2118733
1288	196.5341105
1289	157.0025275
1290	148.3402346
1291	204.1619068
1292	189.090295
1293	176.8444857
1294	207.2328248
1295	188.1606789
1296	113.021537
1297	180.8849141
1298	173.5108207
1299	93.3877726
1300	169.9854296
1301	172.7024597
1302	230.5645849
1303	198.0855969
1304	214.1724368
1305	195.2208407
1306	185.9433913
1307	174.5156418
1308	224.2732455
1309	146.3056108
1310	165.8180866
1311	178.3454616
1312	159.6421387
1313	181.5210676
1314	166.1635648
1315	131.8537319
1316	165.7743811
1317	173.9822165
1318	178.607486
1319	169.2369782
1320	202.1338464
1321	202.274986
1322	211.3752185
1323	164.0638328
1324	219.9866356
1325	182.7335573
1326	190.7826079
1327	133.9465896
1328	176.0680327
1329	230.9031224
1330	192.2515224
1331	135.1548236
1332	176.001318
1333	124.7846946
1334	211.5278387
1335	144.731587
1336	192.2335494
1337	138.9891746
1338	207.24157
1339	158.036468
1340	177.6418855
1341	195.707119
1342	133.946266
1343	182.4889281
1344	182.0691249
1345	133.7375402
1346	204.3987342
1347	163.0399907
1348	200.3082106
1349	180.1461068
1350	215.1416129
1351	193.8365912
1352	130.7117249
1353	178.2000778
1354	140.2828669
1355	151.2463959
1356	199.8247512
1357	152.8125683
1358	184.572788
1359	158.7586292
1360	172.316618
1361	177.8921233
1362	252.6740956
1363	193.0807702
1364	230.8063609
1365	156.0819622
1366	208.059074
1367	158.084543
1368	164.0905414
1369	131.6534358
1370	196.4804279
1371	168.2775659
1372	157.812604
1373	177.9710372
1374	116.050008
1375	160.7078967
1376	212.4927552
1377	183.1883965
1378	140.8428526
1379	147.2128687
1380	186.1630944
1381	142.1032423
1382	190.9873727
1383	186.5989342
1384	204.5666015
1385	150.861997
1386	214.7431735
1387	127.4116365
1388	167.8456279
1389	126.2212399
1390	165.0068996
1391	156.3824699
1392	229.991947
1393	210.3657818
1394	207.5206721
1395	199.4957827
1396	175.2522589
1397	156.3927331
1398	168.339755
1399	144.1575835
1400	220.2707391
1401	159.4123345
1402	191.6165938
1403	112.5770669
1404	184.8136526
1405	182.3078237
1406	184.4646275
1407	160.3116015
1408	221.1003606
1409	254.311108
1410	120.7987871
1411	164.9401205
1412	183.1821793
1413	175.2979538
1414	243.7532381
1415	138.9579901
1416	157.9748869
1417	165.3285778
1418	99.40300609
1419	149.8457173
1420	175.457378
1421	132.0147332
1422	153.2209637
1423	218.3199177
1424	202.0112037
1425	135.6677189
1426	112.8760773
1427	236.0210074
1428	198.5031242
1429	182.0541567
1430	133.7520284
1431	194.1400715
1432	159.7953885
1433	164.1714842
1434	206.0596928
1435	155.1049296
1436	185.1611314
1437	231.7684179
1438	140.0629623
1439	190.9618139
1440	193.5794558
1441	234.0394013
1442	177.1509159
1443	131.3590849
1444	166.9120463
1445	141.5177321
1446	161.3982802
1447	217.9701748
1448	134.7443584
1449	176.6312146
1450	199.0234838
1451	187.539031
1452	202.3609908
1453	212.3235663
1454	188.8253685
1455	200.6465498
1456	202.2576425
1457	146.0358677
1458	173.3416153
1459	177.9893445
1460	136.743288
1461	182.4196733
1462	225.3120693
1463	180.6878336
1464	210.2377167
1465	164.1908004
1466	196.9221197
1467	249.5954994
1468	131.8089086
1469	160.5524003
1470	211.1074653
1471	177.3364728
1472	139.1909551
1473	216.8614507
1474	146.1303005
1475	168.6950933
1476	225.2356931
1477	176.9629365
1478	184.1482143
1479	202.00989
1480	188.3478066
1481	182.3443485
1482	164.0410326
1483	172.0172294
1484	151.8749774
1485	207.409419
1486	183.4263673
1487	154.1164163
1488	204.7247562
1489	165.687022
1490	190.9928837
1491	172.6950334
1492	182.5529586
1493	188.9211218
1494	199.968227
1495	156.309362
1496	179.5861817
1497	226.3608789
1498	214.3093474
1499	148.0418391
1500	169.5705915
1501	168.6206163
1502	162.908304
1503	192.6207546
1504	163.4972245
1505	143.7595727
1506	140.1964071
1507	181.9386138
1508	196.4311588
1509	201.0608347
1510	113.3781307
1511	149.2522938
1512	134.895572
1513	165.431275
1514	177.5377153
1515	188.6129575
1516	194.1659486
1517	261.2664237
1518	188.6169292
1519	190.2805243
1520	218.7430578
1521	159.1506952
1522	110.9744179
1523	133.9823839
1524	137.7670336
1525	201.072691
1526	194.8581915
1527	142.3662623
1528	171.1418716
1529	180.5300088
1530	209.5460487
1531	214.1578342
1532	171.3295253
1533	163.6298937
1534	184.7900447
1535	151.0797124
1536	187.6187705
1537	119.9903028
1538	171.83586
1539	160.0013362
1540	181.1778232
1541	183.2934931
1542	181.7389921
1543	201.4218987
1544	200.6430761
1545	152.8081985
1546	107.6255105
1547	117.2833582
1548	121.3467096
1549	227.6014478
1550	147.9270795
1551	218.7610197
1552	140.6443314
1553	229.7550365
1554	164.2862456
1555	168.9329126
1556	194.1925688
1557	158.911165
1558	179.6325144
1559	187.4442572
1560	231.3236684
1561	214.3025784
1562	217.0215871
1563	219.1819027
1564	127.2546666
1565	205.8074149
1566	190.9892014
1567	165.4388935
1568	193.4527258
1569	143.2724672
1570	167.568206
1571	180.5880686
1572	233.0280044
1573	158.4415228
1574	140.5500469
1575	203.9483601
1576	188.0668981
1577	212.7459465
1578	186.3135709
1579	182.3396116
1580	186.6383744
1581	175.4691789
1582	112.2439914
1583	141.0185954
1584	160.4752747
1585	161.9805635
1586	135.6086757
1587	183.1409111
1588	202.7695122
1589	167.7120388
1590	156.2584022
1591	148.5362365
1592	179.3221043
1593	196.9266833
1594	163.5212442
1595	212.858188
1596	179.7068912
1597	160.4456833
1598	252.345489
1599	203.5046144
1600	238.075789
1601	173.6926896
1602	101.0598322
1603	193.1528023
1604	201.4853046
1605	164.3502448
1606	177.1032302
1607	135.6281621
1608	234.8619419
1609	176.3849051
1610	103.1765692
1611	180.8084549
1612	245.5230123
1613	202.2631731
1614	142.5145456
1615	162.3053862
1616	192.3044971
1617	182.8907827
1618	142.8695832
1619	217.7029022
1620	213.4416594
1621	175.9930123
1622	185.522866
1623	229.54943
1624	196.5869593
1625	157.7747752
1626	178.7143239
1627	219.1370102
1628	133.8826686
1629	256.1349622
1630	196.0764816
1631	139.698824
1632	174.1197327
1633	129.8601037
1634	178.578517
1635	204.6129332
1636	197.3311129
1637	214.8466178
1638	173.7564859
1639	168.0267207
1640	173.9520992
1641	190.123117
1642	156.3620026
1643	201.1596039
1644	145.9021532
1645	146.5939464
1646	206.6054958
1647	201.8771519
1648	192.9384627
1649	148.2509691
1650	215.6601069
1651	137.6144897
1652	230.1908491
1653	213.7941064
1654	201.5782069
1655	199.1317231
1656	198.0736338
1657	156.1467623
1658	135.447631
1659	250.4749068
1660	149.5757094
1661	98.13884335
1662	161.7497343
1663	175.9841883
1664	147.5526378
1665	207.0606072
1666	154.5771631
1667	256.2954426
1668	193.5600712
1669	145.6681898
1670	129.1609847
1671	151.0306736
1672	168.7924436
1673	179.2925999
