i	random_value
266	0.8253964360746130
267	0.6449441944175630
268	0.9880121121078580
269	0.9524466596744210
270	0.0535166323701581
271	0.7422129103890970
272	0.1680513338316290
273	0.8225251488030480
274	0.7330193229871280
275	0.7536935299874710
276	0.9554387955025080
277	0.4868551908392540
278	0.0596912187040362
279	0.7492247689105320
280	0.5974779232179830
281	0.0286064768307996
282	0.5642945131761240
283	0.5375540289832330
284	0.1140883136551210
285	0.7723785255761250
286	0.9217669164407460
287	0.6414989142745930
288	0.7668285552114520
289	0.0801045002894361
290	0.3441201198471160
291	0.8951606657531190
292	0.6602571191850500
293	0.5265517390479460
294	0.8184673345503210
295	0.2030572151216770
296	0.0750098887166502
297	0.8350356015536430
298	0.8685558050196730
299	0.6600144838352970
300	0.7685824589012840
301	0.6313324697117760
302	0.1852743503165590
303	0.8033417565904950
304	0.2745987543647690
305	0.3907102614758910
306	0.4547882917081530
307	0.4577211685752780
308	0.3476660041364780
309	0.2887877117932130
310	0.9284997799624060
311	0.9527691400674940
312	0.7515914679000590
313	0.7835065736799220
314	0.2172741080383940
315	0.2216620437629650
316	0.5524112161829220
317	0.7808977977612360
318	0.0748252832210508
319	0.6510238469118160
320	0.8940484777718060
321	0.2033876197177700
322	0.3602858000830360
323	0.2776251382992360
324	0.1890074796815290
325	0.1375618236513180
326	0.9775054938208340
327	0.6948735164801280
328	0.1017154686894310
329	0.6997039526204100
330	0.4657309297675090
331	0.6275547092064870
332	0.3614157973068150
333	0.5219044864685780
334	0.7919964843271370
335	0.0446430836753375
336	0.2454127713088270
337	0.7594110403447620
338	0.2957159096357080
339	0.8046556795919430
340	0.2783861014506710
341	0.2367193675527600
342	0.2125258308349330
343	0.2668351891353960
344	0.4050397114340470
345	0.2162936834426810
346	0.4029036683138570
347	0.0914337116080215
348	0.4543067055095430
349	0.8741993884797140
350	0.8075605260758770
351	0.3289797259231570
352	0.5376375142127710
353	0.2133732686676640
354	0.6487013190167910
355	0.4781460119756600
356	0.0535171590685324
357	0.8530034877827140
358	0.2892778723259910
359	0.1628536284462840
360	0.0380756674198812
361	0.6730107319424870
362	0.1735928308026120
363	0.3577224733750900
364	0.1423249053329850
365	0.8792957845879390
366	0.8754140056981880
367	0.9419637047807110
368	0.1319367418803700
369	0.0522398976617113
370	0.6303685100687270
371	0.8865610024866620
372	0.3599280507165090
373	0.6591976164155630
374	0.7515990002459350
375	0.9422388438139370
376	0.6226321328687750
377	0.7025331505243410
378	0.6015482615888530
379	0.1959940190677050
380	0.0195025249993517
381	0.5557537277546830
382	0.5523367190796800
383	0.5886778998877010
384	0.0879158396342872
385	0.9418233015255520
386	0.8030989171272380
387	0.3658737580166170
388	0.0548977880322132
389	0.5786624930430890
390	0.1937089580219240
391	0.2261064420214970
392	0.6531616791889320
393	0.4017231053862810
394	0.2742233053848780
395	0.4292983525439820
396	0.8756171609939000
397	0.6910989868394350
398	0.5242166631276750
399	0.8821403867762050
400	0.2636387088058560
401	0.1427226068157490
402	0.7846545560497420
403	0.8056494294914090
404	0.6652400951036230
405	0.9725630905259070
406	0.0404549824811435
407	0.6357821108637590
408	0.7566693427914310
409	0.5358230570352550
410	0.1362661043281120
411	0.4750187336836540
412	0.6747353914147530
413	0.0057000434223800
414	0.6678520922373520
415	0.5349890279132760
416	0.5552363567219100
417	0.9772461824029550
418	0.2296143197844690
419	0.9811458464371750
420	0.0207976929899871
421	0.3664206926124350
422	0.5202132288900630
423	0.4177741303668240
424	0.5025168285652250
425	0.3903748906461990
426	0.2568279011275020
427	0.9422378416104760
428	0.9647926477570140
429	0.0477506612926426
430	0.8538098619872320
431	0.8176231752778120
432	0.2966324259186610
433	0.6966656343619420
434	0.5831567113789980
435	0.9476057810508520
436	0.3678041891739620
437	0.5751573980443400
438	0.2976245350547810
439	0.3237782646069490
440	0.9499116338106280
441	0.5374467966812650
442	0.6194683503834590
443	0.2266127875642030
444	0.3415685870312690
445	0.4237219714104400
446	0.7830116597829310
447	0.3967355902613080
448	0.3170525468531130
449	0.2943336002146240
450	0.0434199230444747
451	0.9607940050780370
452	0.0749117002466715
453	0.9675564263208460
454	0.3715179153810260
455	0.1857793091604190
456	0.6846739227793560
457	0.2134744712904680
458	0.8624923793900940
459	0.3485096327798470
460	0.9556079863634440
461	0.1530744245480510
462	0.9721373203142140
463	0.3171279182419480
464	0.7729582818049860
465	0.9774097242160120
466	0.7608823417035520
467	0.7278864352300330
468	0.4111311552482430
469	0.4082258480826140
470	0.8516962432428260
471	0.3770690088353770
472	0.3112690267688280
473	0.7155067083025650
474	0.2437948048707670
475	0.4824658393117940
476	0.0242635487118674
477	0.1227880451654710
478	0.7228068052883650
479	0.4730334003527030
480	0.7942239756898260
481	0.4659738340215330
482	0.4419382885663680
483	0.0978514346898853
484	0.7679501008900040
485	0.3058438352491360
486	0.1887925885986320
487	0.8804980193697870
488	0.7666028716035490
489	0.5471251788361080
490	0.1403570958909090
491	0.5800330871307150
492	0.4942465828491840
493	0.1330000080962670
494	0.8726216383380070
495	0.1037315162459910
496	0.9412962686172440
497	0.3652656693447690
498	0.3250026707329900
499	0.4040536335626350
500	0.1382613235072990
501	0.6815321480833250
502	0.9693873815046830
503	0.2365409291457490
504	0.6138848094793590
505	0.8687424376412320
506	0.4071063674668480
507	0.6115304373644410
508	0.4634420883809100
509	0.2735916883557960
510	0.3300554585335820
511	0.1905998378085530
512	0.5817432684179850
513	0.5518402158606820
514	0.2301936272285470
515	0.0233276001186105
516	0.6803909833326750
517	0.0624420489639301
518	0.8344018692450480
519	0.0176903243655284
520	0.3647947609237270
521	0.1401852118276730
522	0.9886234303478530
523	0.5034227501465290
524	0.7312623322155270
525	0.7402287662786360
526	0.1713709385655030
527	0.7902159843526810
528	0.8286083673688630
529	0.4051960779512840
530	0.6962156433493170
531	0.9470587413421580
532	0.5767880420078550
533	0.7352347727458250
534	0.6102667607024200
535	0.9218736974982320
536	0.3102316623265360
537	0.0081405246272546
538	0.4520816043133960
539	0.3306568650986410
540	0.9847598677704410
541	0.4677983583457220
542	0.2910127836098460
543	0.5302702052125410
544	0.3994283178392880
545	0.0689386252255213
546	0.6788826760606080
547	0.7701391200317780
548	0.9694473507935810
549	0.1930782123763140
550	0.2985918249387450
551	0.1308961950004590
552	0.8279469764294550
553	0.5807070341769360
554	0.4952686368658610
555	0.7266253564020750
556	0.1873206144047200
557	0.9521595373504210
558	0.7375345050864370
559	0.7561922416685800
560	0.4094017347120610
561	0.3443820421546100
562	0.2100950510212740
563	0.7260956166131030
564	0.7228671068492100
565	0.0002218854903475
566	0.5364870893258210
567	0.7603134057841420
568	0.7517655560070220
569	0.5851500853745020
570	0.9132696992428300
571	0.3470112608455540
572	0.0826127333724180
573	0.3743958835203120
574	0.4109119642812470
575	0.1597070068643270
576	0.7640691992307060
577	0.6874840370814710
578	0.6387152500875360
579	0.1016068306404000
580	0.8473890730872410
581	0.6707966218714100
582	0.7506696112886610
583	0.8345178507996730
584	0.4312144917094500
585	0.6092299181187360
586	0.1817367757960740
587	0.6454457611420130
588	0.1785492525659370
589	0.6784871886135290
590	0.1112473644260270
591	0.9760237809902900
592	0.8868814451509820
593	0.6547757414796670
594	0.1125433740409780
595	0.8999882089186800
596	0.7815477804801700
597	0.1249369635314790
598	0.8273490700188990
599	0.5016049303285380
600	0.8112014540952380
601	0.7965066413640350
602	0.2645129788575060
603	0.6795474789130440
604	0.6379442146846850
605	0.7563311292715860
606	0.7416229641961760
607	0.4207875515319850
608	0.3413782812973840
609	0.2896742394563650
610	0.5120539885068300
611	0.1957189646201320
612	0.3829891094016530
613	0.6407923713767040
614	0.9050494327927280
615	0.6373633352368360
616	0.5014485827952300
617	0.0089239175017966
618	0.1498456239085270
619	0.1936014115778430
620	0.4477621375201950
621	0.1019355716310110
622	0.9920809064415280
623	0.7895868945058110
624	0.5430038228614590
625	0.0620329087880958
626	0.3706725389435010
627	0.6162584977219000
628	0.4708943791034450
629	0.1641137671832710
630	0.6759222570916820
631	0.4684316793491730
632	0.3076911487815800
633	0.6004963958130940
634	0.6360842594193550
635	0.5518261094161250
636	0.2113933565833190
637	0.6497071452169410
638	0.0693251445401366
639	0.3079978970424730
640	0.8693771929251040
641	0.9202263109652280
642	0.5323624775729320
643	0.4606801320631750
644	0.3612694782193870
645	0.5917526067701860
646	0.2973123931900270
647	0.8521092344020980
648	0.9161507381024160
649	0.0318369971673600
650	0.7419292995912280
651	0.8551461393102340
652	0.5739136411200640
653	0.9696296390654490
654	0.9836958207351260
655	0.4300878102749350
656	0.0117585245166962
657	0.1063705875982490
658	0.3165489709813570
659	0.6599180284173430
660	0.0725604016338401
661	0.2512861016104230
662	0.4776415227947210
663	0.7691598684030650
664	0.2566140013046560
665	0.3259958393170220
666	0.5962865887008060
667	0.3653547463596390
668	0.1632135625743650
669	0.5373557102755940
670	0.4701744694601900
671	0.7148759334604940
672	0.7239163122299690
673	0.6369387667001810
674	0.7217613789402000
675	0.8494309168444650
676	0.9972432708969850
677	0.2616097920449950
678	0.1738272953706100
679	0.6110515438558440
680	0.3301488580371680
681	0.0898719677375359
682	0.9877105730405410
683	0.8704887459858780
684	0.5239056709092340
685	0.0787126184341811
686	0.6293919175006200
687	0.2961672716624520
688	0.5792788822067740
689	0.8647822521342790
690	0.7641692477660030
691	0.1278088634326640
692	0.5811146608195190
693	0.7087961571354460
694	0.9891750000712500
695	0.5112041299706910
696	0.2193817043325260
697	0.7256933852322510
698	0.1101346377871170
699	0.7691758355850120
700	0.7870757752782560
701	0.9010841295070550
702	0.2329021222730590
703	0.3159037088165980
704	0.2533211213317670
705	0.5160293221355000
706	0.3156547955667140
707	0.4417760645026300
708	0.9527481164489700
709	0.7160810944020590
710	0.7237007205947590
711	0.2900334292000410
712	0.4280817996942350
713	0.5641234521351520
714	0.9630057883551610
715	0.6887792111462410
716	0.4069219044956070
717	0.5677006048815940
718	0.1728630387698200
719	0.3261829516895800
720	0.2702672278380160
721	0.8073245200968670
722	0.3257231975232330
723	0.8377759851199880
724	0.8311807197427450
725	0.6682670317569420
726	0.9124923700987710
727	0.1029175901893990
728	0.7687404258809740
729	0.9535961236572800
730	0.6864642397879740
731	0.7238714833024680
732	0.8624505854626800
733	0.4796426896799980
734	0.2227124294104510
735	0.5378581166449750
736	0.0993551781779010
737	0.7846200366596000
738	0.0792648110025995
739	0.9482977095004820
740	0.9317954532464750
741	0.5695132363460470
742	0.8890412208672210
743	0.1433219712323230
744	0.9494159150606900
745	0.6306457574921220
746	0.6171681025138890
747	0.9614193403999950
748	0.2880312329791980
749	0.4032415977417770
750	0.3728595147886890
751	0.7298529544134440
752	0.9583009026803230
753	0.5835590592614000
754	0.4376405983620730
755	0.7840289634690940
756	0.5520525288658880
757	0.3512820516756300
758	0.8421524183485800
759	0.0539012423298308
760	0.1080692402977330
761	0.5185365644031590
762	0.0617501650729351
763	0.0435361159953862
764	0.0051035600014311
765	0.2978051412931730
766	0.8971048125305990
767	0.8097236340872590
768	0.7430304717135360
769	0.8417983237959270
770	0.9221759385578100
771	0.8640018402634810
772	0.6061304600944360
773	0.2890875054255660
774	0.4047300340602010
775	0.4702236074806870
776	0.1310555324919160
777	0.6354952050768130
778	0.3475299978450620
779	0.8173478444884520
780	0.6462538617122460
781	0.6594938311335490
782	0.0109453197241605
783	0.4330468615666970
784	0.0710803010734700
785	0.8915684819848970
786	0.0030413287097879
787	0.8232603448846230
788	0.4090896068084490
789	0.0898882894901940
790	0.6752967582940150
791	0.7570219746351430
792	0.2588182554327750
793	0.2177629670380310
794	0.2346735833085270
795	0.2520480149248850
796	0.7346607744922140
797	0.7523349678717560
798	0.5973664649290460
799	0.6418095022005270
800	0.9875702461730100
801	0.2165108820846060
802	0.2100943663791840
803	0.3256762719304840
804	0.4222288941540440
805	0.0228825200032090
806	0.0712941516433461
807	0.3052666703243430
808	0.3100919640236000
809	0.6799300966594380
810	0.2334452792334040
811	0.9074440177543980
812	0.7349786318083340
813	0.0664947062031969
814	0.5645166485626120
815	0.7386769426779530
816	0.2030687495709280
817	0.2079326650598240
818	0.0511051492109713
819	0.6765886821592510
820	0.7856163580002880
821	0.4445508663359230
822	0.0163776197646719
823	0.1940808642545070
824	0.0917186045325942
825	0.6331452585095330
826	0.5476852204569740
827	0.7230299529216160
828	0.5255105302908760
829	0.7918145784064210
830	0.0573653092136976
831	0.3934358039813490
832	0.8059050487899060
833	0.1139524959312080
834	0.6139574975928860
835	0.7373921187156450
836	0.4824859786960110
837	0.3375895332870480
838	0.1039001230384870
839	0.3929817425303480
840	0.6899836305669780
841	0.8342721697666000
842	0.5328254035985210
843	0.6013376381657090
844	0.5890905327752200
845	0.2150166699379570
846	0.0097760626884571
847	0.6903302739920030
848	0.4520782650135650
849	0.4677882905118280
850	0.6151299260258040
851	0.4432682171238580
852	0.8223978220534500
853	0.6109240213498270
854	0.3120573899080410
855	0.0733535870222592
856	0.0318351579745686
857	0.5414020008855370
858	0.0774820815671209
859	0.0483971755247579
860	0.6097916335531550
861	0.1417894515523860
862	0.4241698676720020
863	0.7499103690314750
864	0.5691924386062000
865	0.0763414454532514
866	0.6783244023857660
867	0.2515617584143240
868	0.1082863634768470
869	0.8528231808526170
870	0.2278287835496670
871	0.1978796079251490
872	0.1989499892921930
873	0.9683452926008250
874	0.1069714210837870
875	0.0324033963409081
876	0.4046402333490860
877	0.0030911765381871
878	0.8002587107853360
879	0.2213153695830610
880	0.0968744794452292
881	0.7189041849311830
882	0.9803488390347410
883	0.1257609352113020
884	0.7712836688467980
885	0.7245572729084730
886	0.3601632585949280
887	0.1318631115346620
888	0.1343806664529160
889	0.1118994630640980
890	0.5098051952572430
891	0.0738344814323959
892	0.5708822454122760
893	0.1358245872487220
894	0.5147745486514410
895	0.8478991252793900
896	0.3823810423446270
897	0.1556327109910270
898	0.3286312527446040
899	0.7330743656535260
900	0.4526617725589110
901	0.0406686436968386
902	0.3390012476114580
903	0.0089989772503931
904	0.8817387412333970
905	0.7041791497232020
906	0.6819903862054670
907	0.5670306713080150
908	0.7908026610852820
909	0.8661111243833640
910	0.7030457111120650
911	0.7579517024178770
912	0.3394179539129130
913	0.3026411175709720
914	0.0204599040949660
915	0.0874919069662070
916	0.0034116061674734
917	0.1561797930479600
918	0.9486276670872980
919	0.9338019073358380
920	0.5067789885953760
921	0.8664523694111660
922	0.8615593625869550
923	0.0040890667360902
924	0.2681069698321980
925	0.2256348085979910
926	0.3620442225289220
927	0.9287802003148620
928	0.3332513141673440
929	0.7181292502175860
930	0.6634243136681460
931	0.9506766102006200
932	0.9910646816127680
933	0.3540425302554000
934	0.8579075412382440
935	0.3690837644093040
936	0.1814934167029290
937	0.4388620058160890
938	0.7778001331269490
939	0.4612002155353330
940	0.3900881274784160
941	0.9805273550579990
942	0.1073022023558250
943	0.0948929274827428
944	0.2012653815126390
945	0.2168221464881710
946	0.0677784182804784
947	0.2321514256955550
948	0.3127277477826960
949	0.1096689420793930
950	0.2236320638381000
951	0.7821674262120880
952	0.2112931632129520
953	0.4460077988272700
954	0.8345300240816540
955	0.6118150908314280
956	0.8628344815200830
957	0.4342299638105660
958	0.2492338038681050
959	0.1646852439977350
960	0.8561186057750650
961	0.5191225345729680
962	0.8352002349910470
963	0.1143595435235220
964	0.4296475387652760
965	0.6338058337733780
966	0.9243230126476900
967	0.1196185977909000
968	0.9146506199302110
969	0.1487016676660190
970	0.8430338758548370
971	0.9246017783010750
972	0.1615780192749390
973	0.7305797331299940
974	0.7152747833359930
975	0.0152960712356300
976	0.5644016143016290
977	0.0680441926425850
978	0.8344400442256560
979	0.2650447202394320
980	0.1178933704967550
981	0.8513633127344850
982	0.5857428548721450
983	0.6048464566713230
984	0.7975183484166400
985	0.5208046444920030
986	0.5575000778598860
987	0.2760656005371280
988	0.3912576222634640
989	0.1870228146538980
990	0.9523466967558810
991	0.3903133854059850
992	0.9972770361119900
993	0.2543477687935530
994	0.7835671682986460
995	0.7161738789163350
996	0.7473062646001460
997	0.0460526888199104
998	0.5368298247942510
999	0.9806600669504930
1000	0.8884413136434810
1001	0.7574389348674060
1002	0.7360818022729370
1003	0.3905040226547620
1004	0.8946244432343990
1005	0.4917183966858510
1006	0.6729799506236720
1007	0.9371429661189480
1008	0.5413129191108020
1009	0.8861629474027220
1010	0.4940851998658970
1011	0.3330545935880780
1012	0.1695355887230880
1013	0.9180925357195260
1014	0.3906667966362110
1015	0.4389730012170770
1016	0.8363088672438210
1017	0.7715185858404570
1018	0.9970969552587450
1019	0.2740890095545240
1020	0.2748938802260080
1021	0.2711361881387440
1022	0.3375059247018150
1023	0.9795447500879590
1024	0.5825616636323840
1025	0.0949469875598610
1026	0.3456955931079690
1027	0.6269168875663770
1028	0.1579268647300320
1029	0.7428980385882840
1030	0.4480596603536990
1031	0.0785366130625142
1032	0.3704029947242890
1033	0.8552616229601100
1034	0.4057600843314970
1035	0.1723153521473590
1036	0.8142002189184730
1037	0.8105600896138400
1038	0.1508119024980650
1039	0.6499357847346870
1040	0.4517085852594880
1041	0.6358296307170260
1042	0.9005550985297470
1043	0.7416023606601620
1044	0.0065159406166826
1045	0.4168978188352950
1046	0.0174242558479121
1047	0.1034566993042520
1048	0.6928700188069370
1049	0.5303897839169810
1050	0.1322101063843120
1051	0.2131969987841550
1052	0.4914251325133950
1053	0.9590898783885370
1054	0.9287356220966830
1055	0.2085401492420930
1056	0.6851690619124820
1057	0.0358100963913524
1058	0.4219334608406640
1059	0.8555160963562290
1060	0.7574288108007180
1061	0.0980684340060103
1062	0.2120346312247140
1063	0.9165915231812960
1064	0.1819356716263920
1065	0.9852186681155960
1066	0.8723345111678210
1067	0.8423591514005190
1068	0.5069019083390410
1069	0.2481349231990300
1070	0.2728671259147280
1071	0.4317233698416450
1072	0.5203118259795730
1073	0.2120654240872130
1074	0.4821247033602670
1075	0.0175860591457278
1076	0.2227907414591420
1077	0.9990506767902940
1078	0.5102713173747040
1079	0.6053213097611620
1080	0.2351995988794970
1081	0.5807576790283460
1082	0.1283586015667010
1083	0.0169372410705426
1084	0.6009389551987890
1085	0.1201214401659470
1086	0.1368879399865040
1087	0.9916145066245930
1088	0.0299879964590755
1089	0.6016992028332020
1090	0.6975536722584330
1091	0.1162567589296910
1092	0.1906653215755670
1093	0.8299418047442730
1094	0.2374207138197670
1095	0.1945960727290350
1096	0.1828163071370790
1097	0.7698955969249670
1098	0.8526154449601300
1099	0.4276390384733710
1100	0.5065763853809450
1101	0.3832423962880030
1102	0.0216104587981021
1103	0.7184863741250600
1104	0.8858368593753940
1105	0.8493883152714070
1106	0.2901240814462110
1107	0.0112193582169597
1108	0.3910585775221610
1109	0.1840955782854180
1110	0.4413885717336610
1111	0.4985386863135850
1112	0.1096258424969670
1113	0.1553835886145320
1114	0.3284153416278110
1115	0.9744480596802660
1116	0.8734468778101030
1117	0.4634229267697600
1118	0.9539217995057930
1119	0.9765655202692010
1120	0.7108201881388090
1121	0.3228975849488900
1122	0.1823400120285290
1123	0.6140791111872060
1124	0.9708711875070310
1125	0.6395935336861770
1126	0.1292029933574600
1127	0.4075261405020340
1128	0.6512048612498080
1129	0.4461541200897310
1130	0.7139945646203670
1131	0.8623276136992790
1132	0.7476739830100470
1133	0.8199680848588460
1134	0.4267790012113440
1135	0.4886124081596830
1136	0.3164885318447770
1137	0.2315682013672840
1138	0.3226215324134900
1139	0.3898422887552630
1140	0.4710735784157340
1141	0.2317190862041310
1142	0.5304696821662400
1143	0.7143736941680660
1144	0.4491313492883540
1145	0.4138472575328810
1146	0.3150087690868960
1147	0.6177327903839980
1148	0.4360785082022300
1149	0.7529772716725400
1150	0.5757637965022150
1151	0.9018611256234800
1152	0.6544753452406950
1153	0.7369966973954280
1154	0.1689590140186640
1155	0.1463964957904200
1156	0.6626625034143330
1157	0.1405406307828760
1158	0.1000971994335560
1159	0.3490009252851620
1160	0.6559860380368960
1161	0.4566098639281010
1162	0.8064161470217840
1163	0.5379414834562500
1164	0.3604517194760850
1165	0.2441595773478270
1166	0.5013706038310360
1167	0.3213526481536470
1168	0.5372127474792840
1169	0.5411147182674860
1170	0.4847206091697120
1171	0.6663817608164940
1172	0.7418021999422520
1173	0.1808836240412790
1174	0.4447605937134030
1175	0.0323670325804661
1176	0.8299792584930200
1177	0.5216454831720070
1178	0.7750453666183070
1179	0.7439844061072320
1180	0.1512222772053540
1181	0.9436168164420420
1182	0.4375485853122400
1183	0.2799236336750130
1184	0.7910035419853140
1185	0.9829887346457370
1186	0.6618023803991720
1187	0.4244668074768320
1188	0.8859507481612460
1189	0.7993021692265760
1190	0.1248575191139040
1191	0.4008727524548550
1192	0.3647149355708240
1193	0.6190529502546780
1194	0.0404979383852986
1195	0.0213457283446790
1196	0.3152322381905970
1197	0.1524691884733530
1198	0.0132370244786832
1199	0.2836190402859380
1200	0.8458472514658380
1201	0.0194133911177676
1202	0.3155702518630890
1203	0.6907033157921130
1204	0.4434535058218580
1205	0.3777057059264880
1206	0.5661980395850850
1207	0.1459320431763780
1208	0.5216463443569470
1209	0.3788933933440890
1210	0.8445401941185070
1211	0.5158315113326370
1212	0.7380705838615380
1213	0.1784130061535720
1214	0.3792330075683860
1215	0.0678862769232584
1216	0.6546013618255720
1217	0.2754741885202280
1218	0.1048122341772530
1219	0.6373136473287490
1220	0.9660767507266360
1221	0.4376995377403780
1222	0.9907420830063520
1223	0.0094208505304003
1224	0.3475930294933650
1225	0.2845922593296160
1226	0.1835225455854000
1227	0.1185614294891120
1228	0.4575267970244080
1229	0.1108933984818780
1230	0.0251820283845592
1231	0.5892871699117610
1232	0.6183558154180790
1233	0.4951342947058380
1234	0.7713833864017630
1235	0.6105971369348300
1236	0.7430894086312000
1237	0.2280849132326290
1238	0.1827199796070670
1239	0.8220662300287600
1240	0.2331395772617610
1241	0.2601075067660720
1242	0.0635117364298665
1243	0.5121495283283300
1244	0.1792865837864220
1245	0.9981805467246090
1246	0.8544452932129160
1247	0.3118474837805270
1248	0.4485997000579640
